,demand
0,2
1,4
2,3
3,4
4,4
5,3
6,4
7,4
8,2
9,2
10,4
11,4
12,1
13,5
14,2
15,2
16,2
17,2
18,4
19,1
20,4
21,1
22,1
23,5
24,4
25,2
26,3
27,4
28,2
29,2
30,3
31,2
32,5
33,3
34,1
35,1
36,4
37,4
38,4
39,5
40,1
41,2
42,1
43,4
44,4
45,4
46,5
47,3
48,1
49,4
50,5
51,1
52,2
53,2
54,1
55,1
56,1
57,2
58,1
59,3
60,3
61,3
62,2
63,1
64,5
65,2
66,4
67,4
68,5
69,1
70,4
71,1
72,4
73,4
74,2
75,1
76,4
77,5
78,4
79,2
80,3
81,5
82,3
83,3
84,2
85,4
86,3
87,5
88,3
89,3
90,1
91,5
92,2
93,2
94,5
95,1
96,3
97,3
98,5
99,1
100,2
101,3
102,2
103,3
104,5
105,1
106,3
107,5
108,2
109,4
110,4
111,3
112,5
113,1
114,5
115,5
116,2
117,3
118,1
119,3
120,2
121,1
122,4
123,4
124,3
125,2
126,4
127,5
128,3
129,1
130,1
131,2
132,3
133,5
134,3
135,4
136,2
137,2
138,4
139,1
140,5
141,2
142,3
143,3
144,5
145,2
146,5
147,4
148,5
149,2
150,1
151,1
152,5
153,2
154,3
155,2
156,3
157,4
158,2
159,2
160,3
161,4
162,1
163,5
164,1
165,4
166,4
167,2
168,1
169,1
170,2
171,4
172,4
173,5
174,5
175,3
176,5
177,1
178,5
179,4
180,4
181,1
182,3
183,3
184,3
185,5
186,4
187,3
188,1
189,3
190,1
191,4
192,5
193,4
194,3
195,1
196,1
197,5
198,5
199,2
200,1
201,4
202,1
203,3
204,3
205,4
206,4
207,5
208,1
209,5
210,2
211,2
212,4
213,2
214,2
215,3
216,3
217,1
218,5
219,1
220,1
221,3
222,5
223,3
224,5
225,4
226,5
227,5
228,1
229,4
230,2
231,5
232,4
233,1
234,3
235,5
236,1
237,2
238,1
239,2
240,4
241,3
242,5
243,3
244,1
245,4
246,3
247,3
248,3
249,4
250,2
251,4
252,4
253,5
254,2
255,2
256,2
257,2
258,2
259,5
260,3
261,5
262,1
263,1
264,3
265,1
266,4
267,3
268,5
269,5
270,5
271,4
272,3
273,2
274,1
275,4
276,2
277,5
278,5
279,1
280,4
281,4
282,2
283,3
284,4
285,2
286,3
287,2
