,demand
0,4
1,3
2,3
3,1
4,2
5,1
6,1
7,1
8,3
9,2
10,2
11,2
12,2
13,4
14,3
15,4
16,3
17,2
18,2
19,2
20,4
21,5
22,5
23,4
24,1
25,3
26,2
27,1
28,1
29,5
30,3
31,1
32,1
33,1
34,2
35,5
36,1
37,3
38,1
39,2
40,3
41,1
42,1
43,3
44,2
45,2
46,4
47,4
48,5
49,3
50,4
51,5
52,4
53,5
54,4
55,2
56,5
57,2
58,3
59,2
60,3
61,2
62,5
63,2
64,1
65,3
66,2
67,1
68,2
69,4
70,5
71,3
72,3
73,2
74,4
75,5
76,3
77,4
78,4
79,3
80,5
81,5
82,2
83,5
84,5
85,2
86,2
87,1
88,3
89,5
90,2
91,2
92,1
93,3
94,2
95,1
96,1
97,1
98,4
99,4
100,1
101,3
102,4
103,5
104,5
105,5
106,3
107,5
108,5
109,1
110,3
111,3
112,3
113,2
114,1
115,1
116,3
117,1
118,3
119,4
120,3
121,2
122,3
123,1
124,3
125,3
126,1
127,1
128,3
129,3
130,1
131,2
132,3
133,4
134,3
135,3
136,4
137,3
138,4
139,1
140,4
141,4
142,4
143,4
144,4
145,4
146,2
147,3
148,3
149,1
150,5
151,2
152,4
153,2
154,2
155,1
156,2
157,3
158,4
159,5
160,2
161,5
162,5
163,1
164,5
165,2
166,5
167,2
168,3
169,5
170,1
171,1
172,5
173,2
174,5
175,1
176,4
177,2
178,3
179,4
180,1
181,3
182,2
183,2
184,4
185,4
186,2
187,4
188,5
189,1
190,4
191,4
192,4
193,4
194,5
195,3
196,1
197,5
198,2
199,4
200,1
201,4
202,3
203,3
204,3
205,4
206,4
207,2
208,4
209,5
210,5
211,3
212,2
213,3
214,5
215,4
216,5
217,5
218,4
219,5
220,4
221,5
222,3
223,5
224,1
225,5
226,2
227,5
228,1
229,1
230,5
231,4
232,1
233,3
234,3
235,5
236,5
237,1
238,4
239,4
240,2
241,3
242,5
243,4
244,1
245,1
246,5
247,2
248,4
249,1
250,4
251,3
252,3
253,1
254,1
255,4
256,1
257,1
258,1
259,1
260,3
261,2
262,5
263,2
264,3
265,4
266,4
267,2
268,1
269,2
270,1
271,5
272,5
273,4
274,4
275,3
276,1
277,3
278,1
279,2
280,5
281,3
282,5
283,4
284,5
285,1
286,5
287,2
