,demand
0,2
1,5
2,4
3,2
4,4
5,5
6,5
7,3
8,1
9,5
10,5
11,5
12,3
13,2
14,1
15,5
16,5
17,4
18,5
19,3
20,1
21,4
22,3
23,1
24,4
25,4
26,1
27,5
28,5
29,4
30,2
31,5
32,5
33,2
34,1
35,2
36,2
37,1
38,5
39,4
40,3
41,4
42,2
43,3
44,4
45,1
46,1
47,1
48,1
49,2
50,3
51,3
52,5
53,5
54,1
55,3
56,3
57,5
58,5
59,2
60,5
61,3
62,4
63,1
64,4
65,4
66,1
67,3
68,2
69,2
70,2
71,1
72,3
73,4
74,2
75,4
76,3
77,1
78,4
79,5
80,4
81,3
82,3
83,1
84,1
85,2
86,5
87,2
88,3
89,3
90,2
91,1
92,3
93,4
94,5
95,3
96,3
97,2
98,1
99,3
100,3
101,2
102,4
103,3
104,3
105,1
106,1
107,5
108,2
109,2
110,2
111,3
112,3
113,2
114,4
115,5
116,2
117,1
118,5
119,3
120,4
121,1
122,5
123,3
124,1
125,4
126,4
127,1
128,1
129,4
130,1
131,1
132,2
133,4
134,2
135,4
136,4
137,5
138,1
139,3
140,3
141,3
142,4
143,1
144,4
145,3
146,3
147,5
148,3
149,2
150,5
151,3
152,2
153,3
154,2
155,5
156,1
157,5
158,4
159,3
160,2
161,3
162,4
163,4
164,3
165,3
166,1
167,2
168,2
169,4
170,4
171,1
172,2
173,2
174,4
175,1
176,3
177,5
178,5
179,2
180,4
181,2
182,2
183,2
184,4
185,4
186,4
187,3
188,2
189,5
190,3
191,4
192,2
193,2
194,4
195,1
196,2
197,1
198,4
199,4
200,3
201,1
202,2
203,3
204,5
205,5
206,1
207,4
208,3
209,5
210,3
211,4
212,3
213,4
214,5
215,3
216,3
217,3
218,3
219,1
220,4
221,1
222,4
223,5
224,5
225,2
226,2
227,5
228,1
229,3
230,2
231,3
232,1
233,3
234,5
235,3
236,1
237,3
238,4
239,4
240,3
241,1
242,2
243,3
244,2
245,1
246,3
247,1
248,4
249,1
250,1
251,2
252,2
253,3
254,1
255,5
256,1
257,4
258,5
259,3
260,5
261,1
262,5
263,3
264,5
265,3
266,3
267,3
268,1
269,4
270,5
271,5
272,3
273,5
274,1
275,1
276,2
277,2
278,3
279,2
280,2
281,4
282,2
283,3
284,5
285,3
286,1
287,3
