,demand
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,8
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,6
22,0
23,0
24,0
25,7
26,0
27,10
28,0
29,9
30,0
31,8
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,7
45,0
46,0
47,7
48,8
49,0
50,0
51,0
52,0
53,6
54,0
55,8
56,7
57,0
58,0
59,0
60,0
61,0
62,0
63,10
64,7
65,0
66,9
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,8
84,0
85,9
86,0
87,6
88,0
89,0
90,8
91,0
92,0
93,0
94,0
95,10
96,0
97,0
98,0
99,0
100,0
101,0
102,8
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,8
112,8
113,7
114,0
115,9
116,8
117,0
118,7
119,0
120,6
121,6
122,0
123,6
124,0
125,0
126,0
127,0
128,0
129,0
130,7
131,0
132,0
133,0
134,0
135,8
136,0
137,0
138,0
139,0
140,0
141,0
142,10
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,9
152,0
153,0
154,0
155,0
156,8
157,0
158,10
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,8
172,8
173,0
174,8
175,0
176,0
177,0
178,0
179,10
180,0
181,9
182,0
183,0
184,7
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,6
195,9
196,0
197,0
198,0
199,0
200,7
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,6
210,7
211,0
212,0
213,6
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,8
228,0
229,0
230,0
231,0
232,9
233,0
234,0
235,0
236,0
237,0
238,0
239,8
240,0
241,0
242,0
243,0
244,0
245,8
246,7
247,0
248,0
249,0
250,0
251,0
252,0
253,6
254,0
255,8
256,0
257,0
258,0
259,10
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,10
269,0
270,0
271,0
272,0
273,0
274,6
275,0
276,0
277,0
278,0
279,0
280,0
281,7
282,0
283,0
284,8
285,0
286,0
287,0
