,demand
0,3
1,1
2,4
3,3
4,4
5,1
6,2
7,5
8,1
9,3
10,4
11,1
12,2
13,1
14,5
15,5
16,5
17,5
18,5
19,3
20,5
21,5
22,4
23,4
24,2
25,2
26,1
27,2
28,2
29,5
30,5
31,2
32,3
33,2
34,5
35,4
36,4
37,1
38,3
39,4
40,4
41,2
42,4
43,5
44,4
45,2
46,2
47,3
48,3
49,1
50,5
51,4
52,2
53,1
54,5
55,4
56,2
57,2
58,2
59,1
60,2
61,5
62,4
63,4
64,4
65,1
66,5
67,5
68,2
69,3
70,1
71,5
72,4
73,5
74,2
75,2
76,2
77,4
78,5
79,5
80,2
81,5
82,3
83,5
84,1
85,2
86,4
87,5
88,1
89,5
90,1
91,4
92,2
93,3
94,2
95,5
96,4
97,2
98,1
99,1
100,4
101,5
102,2
103,3
104,1
105,3
106,1
107,2
108,3
109,2
110,5
111,1
112,5
113,3
114,1
115,2
116,5
117,1
118,4
119,3
120,5
121,3
122,1
123,4
124,1
125,1
126,5
127,1
128,1
129,4
130,4
131,5
132,4
133,2
134,4
135,5
136,4
137,5
138,4
139,4
140,4
141,5
142,4
143,2
144,4
145,3
146,5
147,1
148,1
149,5
150,2
151,1
152,4
153,5
154,4
155,1
156,4
157,1
158,3
159,5
160,3
161,5
162,5
163,5
164,5
165,4
166,5
167,5
168,1
169,4
170,2
171,1
172,5
173,4
174,2
175,5
176,3
177,5
178,1
179,4
180,2
181,3
182,2
183,2
184,4
185,2
186,1
187,5
188,1
189,1
190,2
191,2
192,3
193,4
194,2
195,3
196,3
197,4
198,3
199,5
200,4
201,3
202,4
203,3
204,2
205,3
206,1
207,1
208,5
209,3
210,3
211,4
212,3
213,1
214,1
215,5
216,3
217,1
218,2
219,4
220,3
221,2
222,1
223,5
224,1
225,4
226,4
227,4
228,1
229,1
230,4
231,4
232,3
233,4
234,4
235,5
236,2
237,1
238,1
239,2
240,4
241,3
242,3
243,2
244,1
245,2
246,4
247,4
248,4
249,3
250,3
251,1
252,2
253,4
254,2
255,1
256,1
257,5
258,1
259,5
260,3
261,4
262,1
263,2
264,4
265,5
266,5
267,5
268,4
269,5
270,1
271,4
272,5
273,5
274,1
275,4
276,3
277,1
278,5
279,4
280,3
281,1
282,1
283,2
284,1
285,1
286,4
287,2
