,demand
0,4
1,3
2,3
3,3
4,5
5,3
6,5
7,1
8,1
9,1
10,4
11,5
12,2
13,4
14,1
15,5
16,3
17,3
18,3
19,3
20,4
21,3
22,3
23,3
24,2
25,1
26,3
27,5
28,3
29,2
30,1
31,4
32,1
33,2
34,3
35,3
36,3
37,5
38,3
39,5
40,2
41,2
42,2
43,2
44,3
45,3
46,3
47,3
48,5
49,2
50,2
51,2
52,3
53,5
54,2
55,4
56,3
57,4
58,2
59,2
60,2
61,2
62,2
63,3
64,1
65,4
66,1
67,2
68,4
69,2
70,2
71,5
72,5
73,3
74,2
75,1
76,2
77,2
78,5
79,5
80,4
81,3
82,5
83,4
84,3
85,2
86,5
87,4
88,1
89,3
90,2
91,5
92,4
93,5
94,1
95,1
96,5
97,4
98,1
99,3
100,4
101,2
102,1
103,3
104,4
105,4
106,2
107,5
108,4
109,3
110,2
111,3
112,1
113,1
114,1
115,4
116,5
117,1
118,3
119,4
120,1
121,5
122,1
123,3
124,2
125,5
126,3
127,2
128,1
129,3
130,3
131,1
132,5
133,4
134,4
135,5
136,1
137,4
138,3
139,1
140,5
141,1
142,3
143,5
144,4
145,2
146,3
147,4
148,1
149,5
150,5
151,5
152,5
153,4
154,5
155,3
156,5
157,2
158,3
159,3
160,2
161,3
162,5
163,4
164,4
165,4
166,3
167,4
168,5
169,4
170,5
171,5
172,3
173,2
174,5
175,5
176,3
177,3
178,1
179,2
180,3
181,5
182,3
183,2
184,5
185,4
186,3
187,4
188,5
189,2
190,2
191,5
192,1
193,5
194,3
195,2
196,1
197,5
198,4
199,4
200,5
201,3
202,5
203,1
204,3
205,1
206,1
207,4
208,4
209,4
210,3
211,1
212,3
213,2
214,4
215,4
216,1
217,2
218,1
219,3
220,2
221,1
222,1
223,4
224,5
225,5
226,3
227,4
228,1
229,5
230,1
231,3
232,5
233,2
234,2
235,4
236,2
237,2
238,1
239,4
240,5
241,1
242,3
243,4
244,4
245,3
246,2
247,5
248,4
249,5
250,2
251,4
252,3
253,1
254,5
255,4
256,2
257,3
258,4
259,1
260,2
261,5
262,1
263,1
264,5
265,4
266,5
267,2
268,4
269,3
270,4
271,5
272,1
273,5
274,2
275,1
276,3
277,2
278,2
279,1
280,3
281,5
282,2
283,5
284,3
285,4
286,5
287,3
