,demand
0,5
1,5
2,3
3,2
4,4
5,2
6,4
7,4
8,5
9,2
10,4
11,1
12,4
13,3
14,1
15,5
16,5
17,4
18,2
19,3
20,5
21,4
22,5
23,2
24,1
25,4
26,4
27,3
28,5
29,2
30,4
31,5
32,4
33,1
34,3
35,3
36,1
37,1
38,2
39,2
40,4
41,1
42,5
43,4
44,5
45,5
46,2
47,1
48,2
49,5
50,2
51,1
52,1
53,4
54,2
55,1
56,1
57,4
58,3
59,4
60,1
61,2
62,1
63,2
64,1
65,4
66,4
67,5
68,5
69,4
70,1
71,2
72,2
73,3
74,2
75,3
76,4
77,5
78,2
79,2
80,1
81,2
82,5
83,4
84,3
85,4
86,3
87,2
88,1
89,1
90,3
91,3
92,4
93,4
94,3
95,3
96,3
97,5
98,3
99,5
100,3
101,1
102,5
103,4
104,3
105,3
106,4
107,2
108,5
109,2
110,4
111,1
112,4
113,1
114,4
115,4
116,1
117,5
118,2
119,4
120,2
121,5
122,2
123,3
124,3
125,3
126,4
127,5
128,1
129,2
130,4
131,2
132,4
133,1
134,5
135,5
136,5
137,4
138,4
139,4
140,1
141,2
142,4
143,3
144,2
145,4
146,1
147,1
148,3
149,2
150,5
151,2
152,4
153,1
154,1
155,2
156,3
157,5
158,1
159,4
160,5
161,2
162,4
163,3
164,3
165,5
166,3
167,1
168,1
169,4
170,2
171,4
172,3
173,2
174,5
175,3
176,3
177,1
178,2
179,3
180,3
181,5
182,4
183,1
184,4
185,4
186,3
187,4
188,5
189,5
190,5
191,3
192,4
193,1
194,5
195,2
196,4
197,5
198,5
199,3
200,2
201,5
202,4
203,5
204,2
205,4
206,1
207,4
208,5
209,5
210,4
211,3
212,1
213,4
214,3
215,5
216,3
217,1
218,2
219,4
220,1
221,5
222,2
223,2
224,3
225,5
226,1
227,3
228,2
229,2
230,4
231,1
232,3
233,1
234,4
235,3
236,2
237,4
238,4
239,4
240,3
241,1
242,5
243,5
244,1
245,3
246,5
247,4
248,2
249,4
250,1
251,4
252,2
253,4
254,3
255,3
256,1
257,5
258,5
259,5
260,1
261,4
262,4
263,4
264,2
265,5
266,2
267,4
268,3
269,3
270,4
271,2
272,2
273,5
274,3
275,5
276,1
277,5
278,5
279,3
280,2
281,2
282,2
283,3
284,1
285,2
286,5
287,1
