,demand
0,3
1,2
2,5
3,5
4,4
5,3
6,1
7,3
8,3
9,2
10,3
11,3
12,1
13,3
14,5
15,4
16,5
17,2
18,5
19,3
20,4
21,5
22,2
23,2
24,2
25,5
26,4
27,4
28,5
29,4
30,5
31,4
32,4
33,2
34,4
35,3
36,5
37,3
38,1
39,3
40,2
41,1
42,2
43,5
44,5
45,1
46,1
47,3
48,5
49,2
50,1
51,5
52,5
53,2
54,5
55,1
56,3
57,5
58,5
59,1
60,5
61,2
62,1
63,4
64,1
65,4
66,4
67,4
68,1
69,3
70,1
71,3
72,3
73,5
74,4
75,5
76,3
77,4
78,5
79,3
80,1
81,3
82,2
83,4
84,5
85,5
86,3
87,2
88,4
89,4
90,4
91,4
92,1
93,4
94,3
95,5
96,2
97,5
98,1
99,2
100,1
101,1
102,5
103,3
104,1
105,5
106,2
107,5
108,5
109,5
110,2
111,5
112,4
113,5
114,3
115,1
116,2
117,2
118,1
119,5
120,2
121,1
122,5
123,4
124,2
125,5
126,3
127,4
128,1
129,3
130,5
131,4
132,2
133,3
134,3
135,4
136,3
137,1
138,2
139,3
140,5
141,2
142,5
143,3
144,4
145,5
146,4
147,1
148,3
149,1
150,5
151,2
152,2
153,2
154,5
155,2
156,4
157,1
158,4
159,3
160,4
161,1
162,4
163,2
164,2
165,1
166,1
167,5
168,4
169,4
170,2
171,5
172,5
173,2
174,1
175,1
176,4
177,2
178,2
179,5
180,2
181,3
182,4
183,4
184,3
185,4
186,2
187,2
188,5
189,1
190,5
191,1
192,3
193,1
194,3
195,5
196,3
197,5
198,5
199,5
200,3
201,5
202,1
203,5
204,1
205,4
206,3
207,5
208,2
209,4
210,5
211,3
212,1
213,1
214,1
215,5
216,2
217,5
218,2
219,1
220,3
221,4
222,2
223,3
224,5
225,2
226,4
227,4
228,4
229,3
230,1
231,1
232,4
233,1
234,1
235,1
236,4
237,5
238,1
239,1
240,5
241,4
242,5
243,5
244,3
245,5
246,1
247,1
248,3
249,1
250,1
251,5
252,2
253,4
254,4
255,3
256,2
257,2
258,4
259,2
260,4
261,3
262,5
263,4
264,1
265,3
266,1
267,4
268,4
269,2
270,3
271,1
272,4
273,1
274,2
275,5
276,5
277,3
278,3
279,2
280,4
281,3
282,4
283,5
284,4
285,1
286,4
287,2
