,demand
0,4
1,2
2,3
3,5
4,3
5,2
6,4
7,5
8,4
9,1
10,2
11,4
12,5
13,5
14,2
15,5
16,2
17,3
18,5
19,5
20,5
21,4
22,4
23,5
24,5
25,2
26,1
27,5
28,1
29,4
30,3
31,5
32,2
33,2
34,1
35,2
36,3
37,5
38,2
39,4
40,2
41,2
42,5
43,5
44,1
45,4
46,2
47,2
48,1
49,4
50,2
51,5
52,2
53,4
54,5
55,3
56,5
57,1
58,3
59,3
60,5
61,1
62,2
63,2
64,1
65,3
66,4
67,1
68,4
69,4
70,4
71,2
72,1
73,2
74,2
75,4
76,2
77,5
78,4
79,2
80,2
81,5
82,3
83,5
84,5
85,5
86,1
87,3
88,4
89,4
90,1
91,2
92,3
93,3
94,3
95,5
96,4
97,3
98,5
99,3
100,1
101,5
102,2
103,4
104,2
105,4
106,3
107,3
108,1
109,3
110,4
111,4
112,3
113,2
114,5
115,5
116,2
117,3
118,1
119,3
120,1
121,2
122,1
123,4
124,2
125,3
126,3
127,4
128,1
129,3
130,1
131,3
132,3
133,3
134,5
135,3
136,4
137,4
138,1
139,4
140,2
141,3
142,5
143,4
144,1
145,1
146,4
147,1
148,3
149,2
150,4
151,5
152,3
153,2
154,1
155,3
156,5
157,5
158,2
159,1
160,2
161,4
162,5
163,1
164,2
165,2
166,5
167,1
168,5
169,5
170,2
171,1
172,5
173,4
174,1
175,2
176,1
177,1
178,1
179,5
180,3
181,1
182,4
183,3
184,5
185,4
186,5
187,5
188,2
189,3
190,3
191,3
192,4
193,4
194,2
195,3
196,5
197,3
198,5
199,1
200,4
201,3
202,2
203,2
204,2
205,3
206,5
207,4
208,4
209,1
210,1
211,4
212,2
213,1
214,4
215,5
216,4
217,5
218,4
219,2
220,4
221,5
222,4
223,3
224,4
225,2
226,5
227,2
228,3
229,2
230,3
231,4
232,5
233,5
234,3
235,4
236,2
237,5
238,5
239,5
240,5
241,5
242,2
243,2
244,1
245,1
246,4
247,2
248,5
249,4
250,3
251,4
252,1
253,5
254,3
255,3
256,4
257,1
258,5
259,3
260,4
261,2
262,2
263,3
264,4
265,5
266,3
267,4
268,3
269,1
270,1
271,5
272,1
273,3
274,2
275,1
276,5
277,1
278,3
279,4
280,3
281,1
282,4
283,1
284,3
285,1
286,4
287,5
