,demand
0,2
1,2
2,3
3,2
4,2
5,3
6,5
7,1
8,2
9,2
10,2
11,2
12,4
13,5
14,3
15,5
16,4
17,1
18,5
19,1
20,4
21,5
22,2
23,1
24,1
25,1
26,3
27,1
28,1
29,1
30,2
31,2
32,2
33,5
34,5
35,2
36,3
37,3
38,3
39,5
40,3
41,3
42,5
43,4
44,1
45,3
46,5
47,2
48,1
49,2
50,1
51,5
52,2
53,3
54,1
55,5
56,4
57,1
58,4
59,4
60,2
61,1
62,5
63,1
64,5
65,1
66,3
67,3
68,2
69,5
70,4
71,2
72,5
73,3
74,3
75,3
76,4
77,4
78,1
79,2
80,1
81,2
82,3
83,5
84,2
85,1
86,5
87,5
88,3
89,2
90,2
91,3
92,1
93,4
94,4
95,2
96,2
97,4
98,2
99,1
100,4
101,2
102,1
103,5
104,5
105,4
106,1
107,2
108,5
109,1
110,1
111,3
112,3
113,2
114,1
115,1
116,2
117,3
118,2
119,1
120,4
121,5
122,4
123,5
124,4
125,2
126,2
127,2
128,1
129,3
130,1
131,1
132,1
133,5
134,3
135,4
136,3
137,1
138,3
139,1
140,4
141,2
142,5
143,3
144,2
145,5
146,3
147,3
148,5
149,2
150,3
151,3
152,1
153,5
154,5
155,4
156,4
157,2
158,2
159,5
160,3
161,1
162,3
163,2
164,3
165,5
166,5
167,3
168,1
169,4
170,4
171,4
172,2
173,1
174,5
175,5
176,2
177,3
178,3
179,5
180,3
181,4
182,2
183,5
184,2
185,2
186,2
187,4
188,4
189,5
190,1
191,4
192,1
193,2
194,2
195,1
196,3
197,4
198,4
199,5
200,1
201,2
202,1
203,5
204,1
205,3
206,1
207,3
208,4
209,2
210,3
211,4
212,2
213,2
214,5
215,5
216,3
217,3
218,2
219,1
220,3
221,4
222,5
223,5
224,3
225,1
226,2
227,3
228,4
229,2
230,1
231,1
232,2
233,5
234,4
235,5
236,1
237,3
238,1
239,4
240,1
241,3
242,3
243,2
244,3
245,2
246,3
247,2
248,1
249,2
250,3
251,3
252,3
253,4
254,5
255,4
256,5
257,1
258,4
259,1
260,3
261,5
262,1
263,5
264,4
265,3
266,3
267,2
268,2
269,1
270,4
271,2
272,2
273,5
274,3
275,2
276,2
277,2
278,4
279,3
280,2
281,2
282,3
283,2
284,5
285,1
286,3
287,1
