,demand
0,5
1,2
2,1
3,1
4,5
5,5
6,5
7,5
8,5
9,1
10,4
11,1
12,4
13,2
14,1
15,5
16,5
17,3
18,3
19,3
20,5
21,3
22,5
23,5
24,5
25,3
26,3
27,4
28,3
29,2
30,2
31,2
32,5
33,4
34,5
35,2
36,4
37,5
38,3
39,5
40,5
41,5
42,1
43,4
44,5
45,4
46,5
47,1
48,5
49,2
50,2
51,1
52,5
53,1
54,5
55,4
56,4
57,1
58,4
59,1
60,4
61,4
62,1
63,5
64,1
65,5
66,1
67,3
68,5
69,5
70,4
71,5
72,1
73,1
74,2
75,2
76,4
77,5
78,4
79,2
80,2
81,4
82,5
83,1
84,3
85,5
86,3
87,2
88,3
89,2
90,3
91,5
92,2
93,4
94,4
95,1
96,1
97,5
98,1
99,2
100,3
101,5
102,3
103,3
104,5
105,3
106,1
107,4
108,5
109,4
110,3
111,3
112,2
113,1
114,2
115,2
116,4
117,1
118,5
119,2
120,1
121,2
122,4
123,1
124,2
125,5
126,5
127,1
128,3
129,2
130,1
131,3
132,2
133,2
134,2
135,3
136,4
137,3
138,3
139,3
140,2
141,4
142,1
143,1
144,1
145,3
146,2
147,2
148,1
149,1
150,3
151,1
152,2
153,2
154,5
155,3
156,4
157,3
158,5
159,4
160,5
161,4
162,4
163,5
164,4
165,4
166,3
167,1
168,1
169,5
170,2
171,4
172,4
173,1
174,3
175,5
176,3
177,5
178,5
179,2
180,4
181,3
182,1
183,5
184,2
185,5
186,4
187,5
188,1
189,4
190,5
191,5
192,5
193,4
194,2
195,4
196,1
197,2
198,3
199,5
200,1
201,2
202,3
203,4
204,5
205,5
206,4
207,4
208,2
209,5
210,2
211,1
212,2
213,3
214,3
215,4
216,1
217,4
218,3
219,2
220,1
221,5
222,1
223,3
224,3
225,1
226,5
227,2
228,1
229,4
230,2
231,2
232,1
233,4
234,2
235,1
236,2
237,1
238,5
239,2
240,5
241,2
242,1
243,2
244,5
245,5
246,2
247,4
248,1
249,2
250,5
251,4
252,2
253,1
254,3
255,5
256,1
257,2
258,1
259,1
260,3
261,5
262,2
263,1
264,2
265,4
266,3
267,5
268,4
269,4
270,4
271,1
272,1
273,1
274,2
275,5
276,3
277,3
278,5
279,1
280,3
281,3
282,5
283,4
284,5
285,1
286,3
287,2
