,demand
0,3
1,3
2,1
3,2
4,2
5,1
6,2
7,4
8,5
9,4
10,4
11,1
12,4
13,2
14,1
15,5
16,5
17,4
18,2
19,5
20,3
21,3
22,3
23,3
24,2
25,3
26,5
27,5
28,2
29,5
30,2
31,2
32,1
33,2
34,2
35,2
36,5
37,4
38,2
39,3
40,3
41,4
42,4
43,5
44,1
45,3
46,4
47,2
48,1
49,5
50,4
51,1
52,2
53,4
54,2
55,2
56,4
57,5
58,4
59,1
60,4
61,3
62,5
63,1
64,3
65,3
66,1
67,5
68,1
69,2
70,4
71,5
72,3
73,5
74,1
75,4
76,1
77,2
78,4
79,3
80,5
81,2
82,5
83,1
84,3
85,3
86,1
87,1
88,4
89,2
90,4
91,2
92,4
93,3
94,4
95,2
96,1
97,3
98,1
99,2
100,5
101,5
102,5
103,1
104,5
105,3
106,1
107,1
108,5
109,5
110,3
111,1
112,5
113,5
114,4
115,4
116,1
117,3
118,1
119,3
120,3
121,1
122,5
123,3
124,5
125,5
126,4
127,3
128,2
129,4
130,5
131,5
132,2
133,3
134,4
135,5
136,2
137,2
138,1
139,2
140,3
141,5
142,5
143,4
144,3
145,4
146,1
147,4
148,1
149,3
150,5
151,4
152,3
153,2
154,4
155,1
156,1
157,1
158,5
159,2
160,2
161,3
162,2
163,1
164,2
165,3
166,1
167,5
168,5
169,1
170,1
171,3
172,3
173,4
174,1
175,5
176,5
177,1
178,3
179,1
180,5
181,5
182,2
183,3
184,3
185,1
186,1
187,1
188,5
189,2
190,2
191,4
192,1
193,2
194,4
195,4
196,5
197,5
198,1
199,5
200,5
201,4
202,3
203,5
204,4
205,5
206,5
207,1
208,2
209,5
210,2
211,1
212,1
213,3
214,2
215,4
216,1
217,2
218,4
219,3
220,5
221,3
222,1
223,5
224,4
225,5
226,5
227,3
228,1
229,5
230,2
231,1
232,3
233,1
234,4
235,5
236,2
237,4
238,4
239,4
240,2
241,4
242,3
243,4
244,3
245,3
246,1
247,3
248,2
249,2
250,2
251,5
252,3
253,1
254,4
255,3
256,2
257,4
258,2
259,2
260,2
261,4
262,2
263,2
264,4
265,2
266,5
267,2
268,5
269,4
270,1
271,2
272,2
273,2
274,4
275,1
276,5
277,1
278,2
279,3
280,1
281,2
282,5
283,2
284,2
285,4
286,4
287,5
