,demand
0,4
1,3
2,5
3,3
4,2
5,1
6,1
7,1
8,2
9,5
10,2
11,3
12,3
13,2
14,5
15,5
16,1
17,1
18,5
19,1
20,2
21,4
22,1
23,5
24,4
25,4
26,5
27,4
28,4
29,2
30,1
31,1
32,3
33,5
34,1
35,5
36,3
37,4
38,3
39,1
40,4
41,4
42,5
43,1
44,2
45,2
46,1
47,1
48,5
49,4
50,4
51,4
52,4
53,2
54,5
55,3
56,4
57,1
58,4
59,1
60,4
61,5
62,1
63,2
64,2
65,3
66,1
67,2
68,2
69,2
70,4
71,3
72,1
73,4
74,2
75,1
76,2
77,4
78,3
79,4
80,1
81,5
82,1
83,3
84,5
85,5
86,5
87,3
88,1
89,2
90,4
91,5
92,5
93,3
94,1
95,3
96,5
97,2
98,4
99,5
100,2
101,4
102,4
103,3
104,3
105,3
106,1
107,2
108,5
109,5
110,2
111,2
112,1
113,4
114,2
115,1
116,2
117,4
118,3
119,4
120,1
121,2
122,3
123,2
124,5
125,5
126,3
127,5
128,4
129,4
130,4
131,3
132,2
133,1
134,5
135,1
136,2
137,1
138,3
139,1
140,5
141,5
142,2
143,5
144,3
145,2
146,1
147,4
148,3
149,5
150,1
151,1
152,2
153,1
154,2
155,2
156,4
157,1
158,5
159,4
160,4
161,3
162,3
163,2
164,2
165,2
166,1
167,4
168,2
169,5
170,3
171,1
172,2
173,5
174,2
175,3
176,2
177,1
178,4
179,3
180,4
181,2
182,1
183,3
184,2
185,5
186,5
187,4
188,4
189,3
190,4
191,3
192,3
193,1
194,3
195,3
196,2
197,2
198,5
199,1
200,1
201,4
202,5
203,2
204,3
205,5
206,5
207,3
208,4
209,4
210,1
211,2
212,5
213,2
214,5
215,2
216,3
217,1
218,1
219,2
220,1
221,2
222,1
223,2
224,4
225,1
226,2
227,3
228,3
229,3
230,1
231,5
232,2
233,2
234,1
235,5
236,3
237,3
238,5
239,5
240,1
241,3
242,3
243,5
244,5
245,5
246,3
247,1
248,3
249,1
250,4
251,2
252,4
253,2
254,4
255,4
256,5
257,2
258,3
259,5
260,1
261,4
262,5
263,1
264,5
265,5
266,2
267,4
268,2
269,1
270,2
271,4
272,4
273,5
274,2
275,3
276,5
277,3
278,3
279,2
280,4
281,4
282,3
283,5
284,1
285,2
286,3
287,2
