,demand
0,5
1,3
2,2
3,5
4,4
5,1
6,4
7,4
8,2
9,5
10,3
11,2
12,1
13,5
14,1
15,3
16,4
17,5
18,1
19,4
20,1
21,3
22,4
23,2
24,1
25,5
26,2
27,3
28,4
29,3
30,4
31,1
32,5
33,4
34,2
35,3
36,5
37,2
38,4
39,4
40,1
41,4
42,4
43,5
44,2
45,1
46,2
47,1
48,3
49,1
50,1
51,2
52,1
53,2
54,4
55,5
56,3
57,3
58,5
59,5
60,4
61,4
62,2
63,3
64,5
65,5
66,4
67,2
68,2
69,2
70,2
71,4
72,3
73,2
74,1
75,2
76,4
77,3
78,5
79,5
80,2
81,3
82,1
83,3
84,4
85,3
86,4
87,3
88,5
89,3
90,5
91,2
92,4
93,4
94,2
95,4
96,3
97,4
98,3
99,4
100,1
101,4
102,1
103,1
104,3
105,3
106,2
107,5
108,4
109,4
110,3
111,1
112,2
113,1
114,2
115,4
116,4
117,2
118,4
119,1
120,3
121,2
122,5
123,2
124,1
125,5
126,5
127,2
128,1
129,2
130,2
131,5
132,5
133,1
134,2
135,3
136,3
137,2
138,3
139,3
140,3
141,4
142,5
143,3
144,2
145,2
146,3
147,5
148,3
149,1
150,3
151,2
152,1
153,5
154,2
155,4
156,4
157,2
158,4
159,2
160,3
161,5
162,4
163,1
164,2
165,5
166,5
167,2
168,4
169,4
170,5
171,2
172,4
173,5
174,3
175,3
176,4
177,4
178,2
179,5
180,5
181,3
182,5
183,1
184,3
185,5
186,2
187,4
188,1
189,3
190,2
191,2
192,5
193,4
194,4
195,2
196,4
197,3
198,2
199,2
200,5
201,1
202,4
203,1
204,4
205,2
206,3
207,2
208,4
209,1
210,2
211,1
212,4
213,4
214,1
215,1
216,3
217,4
218,2
219,4
220,4
221,1
222,3
223,5
224,2
225,3
226,1
227,1
228,5
229,2
230,2
231,5
232,5
233,5
234,2
235,2
236,5
237,4
238,1
239,2
240,4
241,1
242,2
243,2
244,1
245,3
246,4
247,2
248,5
249,5
250,3
251,5
252,5
253,4
254,4
255,3
256,4
257,4
258,2
259,5
260,5
261,2
262,4
263,3
264,3
265,2
266,3
267,2
268,3
269,4
270,2
271,3
272,2
273,2
274,3
275,3
276,4
277,4
278,4
279,5
280,3
281,4
282,3
283,2
284,3
285,2
286,1
287,2
