,demand
0,1
1,2
2,1
3,3
4,2
5,4
6,3
7,3
8,4
9,3
10,4
11,1
12,3
13,2
14,2
15,1
16,4
17,4
18,5
19,3
20,2
21,2
22,4
23,2
24,3
25,4
26,2
27,4
28,4
29,3
30,2
31,2
32,2
33,2
34,2
35,2
36,5
37,5
38,3
39,3
40,3
41,5
42,5
43,2
44,4
45,1
46,3
47,1
48,5
49,1
50,2
51,2
52,5
53,1
54,5
55,4
56,4
57,2
58,1
59,1
60,1
61,3
62,3
63,3
64,4
65,4
66,1
67,1
68,2
69,1
70,5
71,4
72,4
73,4
74,5
75,2
76,1
77,2
78,2
79,1
80,5
81,5
82,2
83,1
84,4
85,3
86,3
87,4
88,1
89,1
90,5
91,5
92,4
93,1
94,2
95,4
96,2
97,2
98,2
99,2
100,2
101,5
102,3
103,2
104,3
105,5
106,5
107,5
108,4
109,1
110,5
111,4
112,2
113,5
114,4
115,1
116,5
117,1
118,2
119,3
120,2
121,2
122,3
123,4
124,3
125,2
126,2
127,1
128,2
129,2
130,4
131,2
132,3
133,4
134,3
135,2
136,2
137,2
138,4
139,2
140,3
141,4
142,5
143,5
144,3
145,2
146,4
147,4
148,4
149,1
150,2
151,5
152,3
153,1
154,1
155,1
156,1
157,2
158,2
159,2
160,1
161,1
162,5
163,2
164,5
165,1
166,3
167,1
168,1
169,4
170,5
171,2
172,3
173,5
174,5
175,3
176,4
177,1
178,5
179,2
180,3
181,1
182,1
183,3
184,1
185,2
186,1
187,5
188,5
189,5
190,2
191,4
192,1
193,2
194,3
195,2
196,3
197,4
198,1
199,4
200,3
201,1
202,5
203,1
204,2
205,3
206,1
207,1
208,4
209,5
210,5
211,5
212,1
213,2
214,3
215,4
216,3
217,4
218,1
219,3
220,1
221,2
222,5
223,4
224,1
225,2
226,4
227,5
228,2
229,4
230,1
231,5
232,1
233,4
234,4
235,4
236,2
237,5
238,1
239,3
240,4
241,1
242,3
243,3
244,2
245,3
246,5
247,2
248,2
249,1
250,2
251,5
252,1
253,3
254,1
255,5
256,2
257,1
258,4
259,3
260,5
261,5
262,4
263,5
264,1
265,2
266,4
267,3
268,1
269,1
270,1
271,5
272,4
273,4
274,1
275,2
276,1
277,3
278,3
279,3
280,3
281,5
282,3
283,5
284,5
285,5
286,4
287,2
