,demand
0,3
1,4
2,1
3,2
4,4
5,1
6,3
7,3
8,5
9,1
10,5
11,5
12,2
13,3
14,5
15,5
16,1
17,5
18,3
19,2
20,5
21,4
22,4
23,4
24,1
25,5
26,1
27,2
28,5
29,4
30,5
31,1
32,4
33,1
34,4
35,4
36,4
37,1
38,4
39,5
40,2
41,4
42,4
43,1
44,3
45,5
46,5
47,3
48,1
49,1
50,3
51,3
52,4
53,1
54,2
55,3
56,1
57,5
58,2
59,5
60,1
61,5
62,1
63,1
64,5
65,4
66,4
67,1
68,1
69,4
70,3
71,3
72,2
73,4
74,5
75,3
76,5
77,2
78,1
79,3
80,4
81,2
82,1
83,1
84,1
85,3
86,5
87,4
88,4
89,3
90,3
91,3
92,1
93,1
94,4
95,5
96,2
97,5
98,2
99,3
100,2
101,1
102,3
103,3
104,1
105,2
106,3
107,2
108,1
109,2
110,4
111,5
112,3
113,3
114,3
115,4
116,1
117,1
118,3
119,3
120,5
121,5
122,2
123,1
124,5
125,3
126,3
127,2
128,2
129,4
130,4
131,3
132,1
133,4
134,5
135,3
136,4
137,3
138,1
139,3
140,2
141,4
142,4
143,3
144,5
145,4
146,3
147,3
148,3
149,4
150,2
151,1
152,4
153,4
154,1
155,2
156,2
157,4
158,2
159,2
160,2
161,5
162,3
163,1
164,5
165,1
166,3
167,2
168,5
169,3
170,1
171,2
172,5
173,5
174,4
175,3
176,2
177,1
178,1
179,1
180,5
181,1
182,3
183,2
184,1
185,1
186,1
187,2
188,2
189,5
190,1
191,2
192,1
193,3
194,1
195,4
196,4
197,2
198,3
199,1
200,4
201,1
202,3
203,2
204,4
205,3
206,2
207,1
208,2
209,1
210,5
211,1
212,2
213,2
214,2
215,2
216,1
217,1
218,2
219,4
220,2
221,1
222,5
223,1
224,3
225,3
226,1
227,4
228,3
229,1
230,5
231,2
232,4
233,3
234,2
235,2
236,5
237,3
238,2
239,1
240,4
241,2
242,3
243,2
244,2
245,3
246,4
247,2
248,5
249,3
250,1
251,5
252,2
253,2
254,3
255,2
256,4
257,3
258,4
259,4
260,2
261,5
262,4
263,3
264,4
265,5
266,1
267,3
268,5
269,4
270,4
271,5
272,2
273,4
274,5
275,4
276,3
277,1
278,4
279,4
280,2
281,1
282,3
283,1
284,3
285,5
286,3
287,1
