,demand
0,2
1,1
2,1
3,2
4,2
5,1
6,4
7,4
8,2
9,2
10,1
11,4
12,2
13,3
14,2
15,3
16,1
17,2
18,3
19,5
20,3
21,4
22,1
23,4
24,2
25,5
26,5
27,1
28,1
29,5
30,3
31,3
32,4
33,1
34,1
35,4
36,3
37,1
38,1
39,2
40,2
41,5
42,5
43,4
44,5
45,5
46,1
47,5
48,2
49,5
50,2
51,3
52,5
53,5
54,2
55,4
56,1
57,2
58,2
59,5
60,4
61,3
62,4
63,4
64,5
65,4
66,1
67,4
68,1
69,2
70,4
71,4
72,4
73,1
74,2
75,5
76,2
77,1
78,5
79,2
80,4
81,4
82,3
83,5
84,3
85,1
86,1
87,3
88,1
89,2
90,1
91,4
92,5
93,5
94,1
95,3
96,2
97,3
98,5
99,3
100,4
101,1
102,3
103,1
104,5
105,4
106,2
107,5
108,3
109,2
110,4
111,5
112,5
113,1
114,4
115,4
116,3
117,3
118,5
119,5
120,2
121,1
122,2
123,4
124,4
125,4
126,5
127,4
128,2
129,5
130,5
131,2
132,5
133,2
134,4
135,4
136,3
137,3
138,3
139,2
140,3
141,1
142,5
143,1
144,1
145,5
146,5
147,1
148,1
149,5
150,4
151,4
152,5
153,3
154,5
155,1
156,5
157,2
158,5
159,3
160,4
161,2
162,1
163,4
164,1
165,1
166,4
167,5
168,1
169,5
170,1
171,2
172,2
173,1
174,5
175,3
176,5
177,4
178,2
179,3
180,4
181,1
182,2
183,2
184,3
185,2
186,2
187,1
188,2
189,1
190,5
191,3
192,3
193,3
194,2
195,5
196,1
197,2
198,3
199,2
200,3
201,1
202,2
203,5
204,3
205,2
206,5
207,4
208,1
209,1
210,5
211,5
212,5
213,4
214,5
215,1
216,5
217,4
218,4
219,2
220,2
221,1
222,5
223,4
224,3
225,2
226,5
227,5
228,2
229,2
230,3
231,2
232,1
233,1
234,4
235,4
236,1
237,3
238,3
239,3
240,2
241,1
242,1
243,2
244,4
245,3
246,4
247,2
248,3
249,4
250,5
251,3
252,1
253,4
254,4
255,1
256,3
257,2
258,3
259,3
260,1
261,5
262,2
263,3
264,3
265,2
266,1
267,2
268,1
269,1
270,1
271,4
272,4
273,5
274,4
275,2
276,1
277,4
278,1
279,5
280,2
281,5
282,4
283,5
284,2
285,5
286,5
287,4
