,demand
0,0
1,0
2,0
3,0
4,9
5,8
6,0
7,0
8,0
9,0
10,6
11,0
12,0
13,0
14,0
15,0
16,7
17,0
18,7
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,7
29,0
30,0
31,0
32,0
33,8
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,7
43,0
44,0
45,0
46,0
47,0
48,0
49,10
50,8
51,0
52,0
53,8
54,8
55,0
56,9
57,9
58,0
59,0
60,0
61,0
62,0
63,8
64,0
65,0
66,0
67,7
68,8
69,0
70,0
71,0
72,0
73,0
74,0
75,7
76,9
77,0
78,10
79,0
80,0
81,0
82,0
83,0
84,0
85,10
86,7
87,0
88,10
89,0
90,0
91,0
92,6
93,0
94,0
95,0
96,0
97,9
98,0
99,10
100,0
101,0
102,0
103,7
104,0
105,8
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,9
114,7
115,0
116,0
117,0
118,0
119,0
120,9
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,7
130,6
131,10
132,0
133,8
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,7
165,0
166,0
167,0
168,0
169,0
170,0
171,10
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,6
182,0
183,0
184,6
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,7
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,10
206,0
207,0
208,0
209,0
210,10
211,8
212,0
213,0
214,0
215,0
216,9
217,7
218,9
219,9
220,0
221,0
222,10
223,0
224,0
225,0
226,7
227,0
228,0
229,8
230,6
231,9
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,7
250,0
251,0
252,0
253,6
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,6
263,0
264,0
265,0
266,6
267,0
268,0
269,0
270,0
271,0
272,9
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,9
282,0
283,0
284,6
285,8
286,0
287,0
