,demand
0,0
1,0
2,8
3,0
4,9
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,6
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,9
29,0
30,0
31,9
32,0
33,0
34,0
35,0
36,0
37,0
38,10
39,0
40,8
41,0
42,10
43,7
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,8
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,8
62,0
63,0
64,0
65,10
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,10
76,0
77,0
78,0
79,0
80,0
81,0
82,6
83,9
84,0
85,0
86,10
87,0
88,0
89,0
90,0
91,0
92,8
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,6
101,0
102,0
103,10
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,6
113,0
114,0
115,10
116,0
117,0
118,9
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,9
136,0
137,0
138,10
139,0
140,0
141,10
142,0
143,6
144,0
145,0
146,0
147,6
148,0
149,0
150,6
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,8
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,6
170,0
171,6
172,10
173,8
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,6
182,10
183,0
184,0
185,0
186,8
187,0
188,0
189,0
190,0
191,7
192,0
193,0
194,0
195,0
196,9
197,0
198,0
199,8
200,0
201,0
202,0
203,0
204,10
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,7
214,0
215,0
216,10
217,0
218,0
219,0
220,10
221,6
222,0
223,9
224,0
225,0
226,0
227,0
228,0
229,8
230,0
231,0
232,0
233,0
234,10
235,0
236,0
237,8
238,9
239,0
240,0
241,6
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,8
253,0
254,9
255,0
256,0
257,0
258,0
259,8
260,0
261,0
262,0
263,9
264,10
265,0
266,0
267,0
268,7
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,10
279,8
280,0
281,0
282,0
283,8
284,0
285,8
286,0
287,0
