,demand
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,10
25,0
26,9
27,8
28,0
29,0
30,8
31,0
32,0
33,0
34,6
35,0
36,10
37,0
38,0
39,7
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,10
52,7
53,0
54,0
55,0
56,10
57,0
58,9
59,0
60,0
61,0
62,0
63,0
64,0
65,10
66,0
67,0
68,10
69,0
70,0
71,0
72,0
73,0
74,8
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,10
93,0
94,0
95,0
96,9
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,10
108,0
109,0
110,9
111,7
112,0
113,0
114,0
115,0
116,0
117,7
118,0
119,0
120,0
121,0
122,0
123,0
124,6
125,0
126,0
127,10
128,0
129,7
130,6
131,0
132,0
133,0
134,0
135,8
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,10
148,0
149,0
150,9
151,9
152,0
153,0
154,0
155,7
156,0
157,9
158,6
159,6
160,0
161,0
162,10
163,0
164,9
165,0
166,7
167,0
168,0
169,0
170,9
171,0
172,0
173,0
174,0
175,6
176,0
177,0
178,0
179,9
180,7
181,0
182,0
183,0
184,8
185,0
186,10
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,9
199,10
200,0
201,0
202,7
203,0
204,0
205,0
206,0
207,0
208,0
209,9
210,9
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,7
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,7
234,0
235,0
236,9
237,0
238,0
239,0
240,0
241,9
242,0
243,0
244,7
245,9
246,0
247,0
248,6
249,0
250,0
251,0
252,0
253,6
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,7
268,0
269,0
270,0
271,0
272,9
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,10
284,6
285,7
286,9
287,0
