,demand
0,4
1,4
2,4
3,2
4,3
5,4
6,3
7,4
8,1
9,1
10,2
11,1
12,1
13,3
14,5
15,1
16,4
17,3
18,2
19,3
20,2
21,2
22,4
23,1
24,5
25,3
26,3
27,2
28,4
29,2
30,4
31,5
32,1
33,3
34,2
35,2
36,1
37,1
38,3
39,3
40,5
41,5
42,3
43,2
44,1
45,3
46,4
47,3
48,4
49,4
50,3
51,1
52,4
53,4
54,2
55,2
56,4
57,4
58,2
59,4
60,4
61,3
62,4
63,5
64,4
65,1
66,1
67,3
68,3
69,3
70,4
71,3
72,2
73,2
74,4
75,5
76,4
77,1
78,3
79,3
80,5
81,1
82,5
83,3
84,5
85,3
86,5
87,2
88,2
89,4
90,1
91,3
92,3
93,4
94,4
95,3
96,2
97,3
98,1
99,5
100,2
101,3
102,1
103,4
104,3
105,1
106,4
107,4
108,1
109,5
110,3
111,1
112,2
113,1
114,5
115,3
116,4
117,3
118,5
119,1
120,5
121,5
122,4
123,4
124,2
125,4
126,4
127,4
128,5
129,5
130,5
131,4
132,4
133,2
134,3
135,2
136,2
137,1
138,2
139,1
140,4
141,2
142,1
143,1
144,1
145,2
146,1
147,1
148,4
149,3
150,2
151,1
152,5
153,1
154,5
155,3
156,2
157,1
158,1
159,5
160,4
161,5
162,2
163,1
164,2
165,3
166,1
167,5
168,2
169,4
170,1
171,4
172,3
173,2
174,1
175,4
176,5
177,1
178,1
179,2
180,4
181,2
182,2
183,5
184,4
185,4
186,5
187,5
188,5
189,4
190,4
191,3
192,1
193,1
194,5
195,4
196,2
197,4
198,5
199,4
200,1
201,5
202,2
203,2
204,2
205,1
206,2
207,5
208,1
209,1
210,1
211,5
212,4
213,4
214,1
215,5
216,1
217,4
218,5
219,3
220,5
221,2
222,2
223,2
224,3
225,4
226,1
227,5
228,1
229,4
230,5
231,1
232,2
233,4
234,2
235,4
236,4
237,3
238,4
239,2
240,2
241,2
242,4
243,3
244,2
245,1
246,2
247,3
248,3
249,3
250,1
251,3
252,2
253,2
254,3
255,1
256,3
257,3
258,4
259,4
260,2
261,1
262,4
263,3
264,1
265,3
266,2
267,4
268,1
269,1
270,2
271,4
272,3
273,1
274,5
275,2
276,2
277,5
278,1
279,3
280,2
281,3
282,4
283,2
284,2
285,2
286,5
287,1
