,demand
0,3
1,4
2,5
3,3
4,2
5,4
6,1
7,5
8,4
9,5
10,4
11,4
12,3
13,1
14,4
15,4
16,1
17,4
18,3
19,1
20,3
21,1
22,2
23,1
24,2
25,1
26,1
27,2
28,3
29,3
30,2
31,3
32,4
33,5
34,5
35,5
36,1
37,1
38,2
39,5
40,3
41,2
42,3
43,4
44,2
45,1
46,3
47,1
48,1
49,2
50,2
51,4
52,4
53,2
54,4
55,3
56,4
57,5
58,4
59,2
60,2
61,1
62,4
63,3
64,2
65,3
66,3
67,4
68,1
69,1
70,5
71,1
72,2
73,2
74,1
75,5
76,1
77,1
78,1
79,3
80,5
81,3
82,4
83,5
84,2
85,3
86,2
87,3
88,1
89,1
90,2
91,5
92,1
93,1
94,2
95,5
96,4
97,1
98,3
99,1
100,2
101,1
102,2
103,2
104,3
105,5
106,5
107,2
108,2
109,4
110,5
111,3
112,3
113,4
114,2
115,3
116,1
117,5
118,3
119,5
120,4
121,2
122,5
123,5
124,5
125,3
126,4
127,4
128,2
129,3
130,2
131,1
132,4
133,1
134,3
135,5
136,5
137,1
138,5
139,2
140,5
141,3
142,3
143,5
144,2
145,4
146,3
147,4
148,5
149,2
150,4
151,4
152,1
153,2
154,3
155,3
156,3
157,4
158,1
159,1
160,3
161,1
162,2
163,3
164,4
165,3
166,4
167,3
168,4
169,5
170,5
171,4
172,2
173,3
174,2
175,4
176,1
177,3
178,1
179,3
180,3
181,4
182,4
183,3
184,2
185,3
186,5
187,3
188,2
189,3
190,2
191,5
192,2
193,2
194,5
195,2
196,3
197,4
198,2
199,5
200,5
201,5
202,1
203,2
204,5
205,2
206,5
207,2
208,3
209,2
210,1
211,3
212,3
213,3
214,2
215,3
216,5
217,2
218,1
219,1
220,5
221,4
222,2
223,5
224,4
225,4
226,5
227,3
228,1
229,4
230,2
231,4
232,2
233,3
234,1
235,4
236,2
237,3
238,1
239,1
240,4
241,4
242,2
243,4
244,2
245,3
246,4
247,5
248,2
249,2
250,5
251,5
252,2
253,1
254,1
255,3
256,5
257,2
258,5
259,1
260,1
261,5
262,2
263,2
264,5
265,4
266,5
267,2
268,3
269,5
270,2
271,3
272,4
273,1
274,2
275,4
276,1
277,3
278,3
279,3
280,1
281,3
282,4
283,2
284,3
285,2
286,2
287,5
