,demand
0,2
1,3
2,2
3,2
4,1
5,5
6,4
7,1
8,1
9,2
10,4
11,4
12,4
13,2
14,3
15,3
16,1
17,3
18,1
19,3
20,4
21,4
22,4
23,2
24,1
25,5
26,2
27,3
28,4
29,3
30,4
31,1
32,1
33,2
34,3
35,4
36,2
37,2
38,5
39,4
40,3
41,5
42,4
43,1
44,2
45,5
46,2
47,4
48,4
49,4
50,2
51,1
52,5
53,5
54,1
55,4
56,2
57,5
58,5
59,4
60,3
61,3
62,1
63,3
64,1
65,4
66,5
67,5
68,5
69,3
70,2
71,1
72,2
73,1
74,5
75,5
76,5
77,2
78,5
79,2
80,1
81,4
82,5
83,4
84,2
85,4
86,3
87,4
88,3
89,3
90,3
91,2
92,3
93,4
94,3
95,4
96,3
97,1
98,1
99,4
100,1
101,2
102,1
103,2
104,1
105,4
106,5
107,2
108,2
109,5
110,5
111,5
112,5
113,4
114,5
115,4
116,2
117,1
118,2
119,4
120,2
121,5
122,1
123,2
124,5
125,5
126,3
127,4
128,4
129,4
130,2
131,1
132,4
133,5
134,4
135,4
136,4
137,1
138,2
139,5
140,2
141,5
142,3
143,3
144,4
145,2
146,1
147,4
148,5
149,4
150,3
151,2
152,4
153,2
154,4
155,1
156,4
157,3
158,3
159,3
160,2
161,3
162,2
163,3
164,5
165,3
166,2
167,3
168,1
169,2
170,1
171,2
172,1
173,2
174,3
175,4
176,1
177,2
178,3
179,5
180,2
181,3
182,3
183,5
184,1
185,5
186,3
187,1
188,4
189,4
190,4
191,4
192,5
193,3
194,1
195,1
196,5
197,5
198,3
199,5
200,3
201,4
202,4
203,2
204,2
205,4
206,4
207,1
208,3
209,2
210,4
211,3
212,1
213,2
214,5
215,2
216,3
217,3
218,3
219,3
220,2
221,2
222,2
223,4
224,5
225,1
226,2
227,3
228,3
229,4
230,4
231,4
232,2
233,2
234,4
235,3
236,3
237,5
238,1
239,4
240,1
241,5
242,2
243,2
244,5
245,5
246,3
247,2
248,1
249,4
250,4
251,5
252,5
253,2
254,4
255,3
256,5
257,4
258,2
259,1
260,2
261,3
262,5
263,3
264,3
265,2
266,5
267,1
268,2
269,2
270,3
271,3
272,5
273,4
274,2
275,2
276,5
277,1
278,2
279,4
280,4
281,4
282,3
283,5
284,5
285,3
286,2
287,4
