,demand
0,4
1,3
2,2
3,2
4,1
5,3
6,4
7,2
8,2
9,1
10,3
11,5
12,1
13,3
14,1
15,4
16,4
17,3
18,5
19,2
20,2
21,4
22,2
23,3
24,3
25,5
26,4
27,3
28,5
29,5
30,2
31,4
32,5
33,5
34,2
35,4
36,5
37,2
38,2
39,2
40,5
41,1
42,3
43,1
44,2
45,1
46,3
47,1
48,4
49,1
50,4
51,5
52,5
53,5
54,5
55,2
56,3
57,4
58,3
59,1
60,3
61,4
62,1
63,4
64,3
65,5
66,1
67,5
68,5
69,4
70,3
71,5
72,1
73,2
74,1
75,2
76,1
77,3
78,2
79,3
80,5
81,4
82,2
83,1
84,1
85,2
86,3
87,3
88,2
89,4
90,4
91,4
92,2
93,2
94,5
95,2
96,5
97,2
98,5
99,3
100,4
101,4
102,5
103,5
104,3
105,3
106,4
107,2
108,4
109,3
110,4
111,5
112,4
113,2
114,1
115,2
116,5
117,4
118,2
119,2
120,3
121,5
122,3
123,4
124,4
125,2
126,5
127,4
128,2
129,4
130,2
131,4
132,5
133,4
134,1
135,3
136,1
137,2
138,5
139,5
140,2
141,2
142,4
143,1
144,5
145,4
146,4
147,1
148,3
149,2
150,5
151,2
152,3
153,1
154,2
155,2
156,4
157,5
158,3
159,3
160,3
161,2
162,4
163,3
164,3
165,3
166,4
167,2
168,4
169,5
170,3
171,2
172,1
173,3
174,3
175,3
176,5
177,2
178,3
179,1
180,2
181,5
182,5
183,2
184,2
185,3
186,1
187,1
188,5
189,5
190,4
191,2
192,3
193,4
194,4
195,5
196,3
197,3
198,5
199,5
200,1
201,2
202,4
203,2
204,4
205,5
206,1
207,4
208,1
209,1
210,5
211,5
212,1
213,1
214,3
215,5
216,3
217,1
218,3
219,3
220,5
221,3
222,5
223,4
224,3
225,4
226,1
227,5
228,1
229,1
230,3
231,2
232,1
233,5
234,4
235,3
236,4
237,3
238,1
239,2
240,5
241,3
242,2
243,2
244,1
245,2
246,4
247,3
248,3
249,5
250,1
251,2
252,5
253,4
254,1
255,5
256,1
257,2
258,4
259,3
260,3
261,2
262,4
263,5
264,2
265,5
266,3
267,5
268,5
269,4
270,1
271,2
272,5
273,4
274,2
275,5
276,1
277,5
278,2
279,3
280,2
281,3
282,4
283,4
284,3
285,1
286,1
287,5
