,demand
0,4
1,4
2,3
3,4
4,4
5,3
6,1
7,5
8,3
9,1
10,3
11,3
12,2
13,4
14,3
15,4
16,2
17,2
18,2
19,4
20,3
21,5
22,5
23,2
24,3
25,1
26,2
27,4
28,1
29,5
30,2
31,3
32,3
33,4
34,1
35,1
36,3
37,1
38,5
39,3
40,2
41,3
42,1
43,4
44,4
45,3
46,4
47,2
48,2
49,3
50,2
51,2
52,3
53,2
54,4
55,5
56,3
57,3
58,2
59,4
60,2
61,5
62,2
63,2
64,4
65,1
66,2
67,3
68,1
69,3
70,3
71,4
72,3
73,5
74,2
75,3
76,2
77,4
78,2
79,1
80,5
81,2
82,1
83,3
84,3
85,1
86,3
87,3
88,2
89,4
90,1
91,5
92,5
93,1
94,3
95,3
96,5
97,4
98,3
99,3
100,3
101,4
102,4
103,1
104,4
105,2
106,5
107,2
108,5
109,2
110,2
111,2
112,4
113,2
114,5
115,1
116,5
117,1
118,1
119,4
120,3
121,4
122,2
123,4
124,1
125,5
126,1
127,5
128,5
129,4
130,2
131,3
132,3
133,5
134,5
135,4
136,2
137,3
138,3
139,3
140,2
141,3
142,1
143,1
144,2
145,2
146,5
147,1
148,3
149,4
150,4
151,3
152,4
153,4
154,3
155,4
156,4
157,3
158,3
159,4
160,1
161,5
162,1
163,2
164,3
165,1
166,2
167,3
168,5
169,2
170,3
171,4
172,5
173,2
174,1
175,5
176,1
177,3
178,4
179,5
180,4
181,2
182,2
183,1
184,4
185,3
186,2
187,5
188,2
189,5
190,4
191,5
192,3
193,1
194,3
195,1
196,1
197,3
198,2
199,5
200,2
201,2
202,2
203,4
204,2
205,5
206,5
207,2
208,5
209,5
210,5
211,3
212,1
213,3
214,3
215,5
216,3
217,2
218,1
219,5
220,5
221,5
222,1
223,2
224,2
225,3
226,4
227,1
228,4
229,4
230,4
231,4
232,2
233,4
234,3
235,3
236,3
237,4
238,4
239,5
240,2
241,4
242,1
243,2
244,3
245,3
246,4
247,1
248,3
249,3
250,4
251,1
252,4
253,3
254,5
255,4
256,1
257,1
258,3
259,5
260,1
261,5
262,1
263,5
264,3
265,2
266,3
267,1
268,4
269,5
270,2
271,2
272,5
273,5
274,2
275,1
276,5
277,3
278,1
279,3
280,2
281,1
282,1
283,1
284,3
285,1
286,2
287,5
