,demand
0,4
1,4
2,2
3,2
4,1
5,2
6,5
7,4
8,4
9,3
10,1
11,1
12,3
13,5
14,4
15,5
16,5
17,1
18,2
19,5
20,2
21,1
22,2
23,2
24,5
25,2
26,3
27,4
28,2
29,3
30,1
31,4
32,5
33,2
34,1
35,3
36,4
37,2
38,4
39,1
40,2
41,2
42,3
43,2
44,3
45,3
46,1
47,5
48,3
49,4
50,5
51,3
52,4
53,3
54,4
55,1
56,4
57,2
58,4
59,1
60,1
61,5
62,1
63,3
64,5
65,5
66,1
67,4
68,4
69,4
70,5
71,1
72,4
73,3
74,3
75,5
76,4
77,2
78,3
79,3
80,5
81,4
82,4
83,1
84,3
85,4
86,2
87,4
88,4
89,2
90,3
91,4
92,2
93,4
94,5
95,5
96,5
97,5
98,1
99,1
100,1
101,1
102,3
103,3
104,3
105,4
106,1
107,5
108,5
109,1
110,5
111,5
112,5
113,4
114,3
115,1
116,5
117,1
118,1
119,5
120,1
121,1
122,4
123,2
124,1
125,5
126,5
127,1
128,4
129,5
130,2
131,3
132,4
133,5
134,3
135,3
136,4
137,3
138,2
139,3
140,4
141,5
142,4
143,2
144,1
145,5
146,4
147,1
148,5
149,4
150,5
151,1
152,4
153,1
154,2
155,5
156,4
157,4
158,1
159,4
160,3
161,4
162,3
163,1
164,3
165,3
166,4
167,4
168,4
169,1
170,4
171,4
172,5
173,3
174,1
175,1
176,3
177,2
178,4
179,4
180,2
181,4
182,1
183,1
184,4
185,3
186,4
187,4
188,1
189,4
190,1
191,2
192,2
193,5
194,3
195,4
196,2
197,3
198,4
199,1
200,5
201,3
202,1
203,3
204,4
205,2
206,3
207,2
208,5
209,4
210,1
211,1
212,1
213,5
214,4
215,4
216,4
217,3
218,2
219,1
220,3
221,3
222,2
223,1
224,2
225,2
226,1
227,2
228,1
229,4
230,1
231,1
232,3
233,1
234,2
235,4
236,4
237,5
238,2
239,2
240,2
241,4
242,1
243,1
244,4
245,4
246,5
247,3
248,3
249,3
250,4
251,4
252,3
253,4
254,1
255,4
256,4
257,4
258,5
259,1
260,5
261,1
262,2
263,2
264,1
265,4
266,2
267,3
268,2
269,1
270,2
271,3
272,3
273,4
274,3
275,2
276,5
277,5
278,2
279,2
280,4
281,2
282,2
283,1
284,4
285,3
286,5
287,5
