,demand
0,0
1,8
2,0
3,10
4,0
5,0
6,10
7,0
8,7
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,7
20,9
21,7
22,0
23,0
24,0
25,0
26,0
27,6
28,0
29,6
30,0
31,0
32,0
33,0
34,0
35,0
36,10
37,0
38,0
39,10
40,0
41,6
42,0
43,0
44,0
45,0
46,0
47,6
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,9
66,10
67,7
68,0
69,0
70,0
71,0
72,0
73,7
74,0
75,0
76,8
77,0
78,0
79,0
80,0
81,0
82,7
83,0
84,0
85,0
86,0
87,0
88,0
89,6
90,7
91,0
92,0
93,0
94,0
95,0
96,8
97,7
98,6
99,0
100,0
101,0
102,0
103,6
104,0
105,0
106,9
107,0
108,0
109,9
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,7
129,0
130,0
131,10
132,8
133,0
134,8
135,6
136,0
137,0
138,6
139,0
140,0
141,0
142,0
143,10
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,8
160,0
161,0
162,0
163,8
164,9
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,8
173,0
174,0
175,0
176,0
177,10
178,0
179,0
180,0
181,7
182,10
183,0
184,0
185,0
186,9
187,0
188,0
189,0
190,6
191,0
192,7
193,0
194,0
195,8
196,0
197,7
198,8
199,0
200,0
201,9
202,0
203,0
204,0
205,0
206,0
207,0
208,6
209,0
210,0
211,0
212,9
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,9
231,6
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,8
245,0
246,10
247,6
248,0
249,0
250,0
251,0
252,0
253,9
254,0
255,10
256,0
257,6
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,7
270,0
271,0
272,0
273,0
274,0
275,9
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
