,demand
0,4
1,3
2,3
3,2
4,1
5,1
6,2
7,5
8,5
9,2
10,5
11,4
12,1
13,2
14,4
15,4
16,3
17,4
18,4
19,1
20,5
21,3
22,1
23,3
24,3
25,3
26,1
27,3
28,3
29,3
30,4
31,5
32,3
33,4
34,4
35,4
36,2
37,3
38,1
39,2
40,1
41,1
42,3
43,3
44,5
45,4
46,3
47,5
48,5
49,5
50,5
51,5
52,3
53,2
54,1
55,1
56,1
57,3
58,4
59,2
60,5
61,5
62,3
63,1
64,1
65,5
66,1
67,4
68,4
69,2
70,2
71,3
72,2
73,4
74,2
75,4
76,3
77,4
78,3
79,2
80,1
81,1
82,5
83,4
84,5
85,5
86,3
87,1
88,1
89,4
90,1
91,3
92,5
93,5
94,3
95,4
96,1
97,2
98,4
99,3
100,5
101,2
102,3
103,3
104,3
105,4
106,4
107,3
108,5
109,2
110,3
111,4
112,1
113,5
114,5
115,1
116,2
117,4
118,4
119,4
120,3
121,5
122,2
123,4
124,2
125,3
126,1
127,4
128,4
129,3
130,5
131,3
132,1
133,2
134,4
135,2
136,2
137,1
138,4
139,4
140,4
141,2
142,2
143,3
144,1
145,4
146,5
147,1
148,2
149,3
150,4
151,2
152,3
153,5
154,4
155,5
156,1
157,3
158,2
159,5
160,2
161,3
162,5
163,4
164,2
165,5
166,5
167,4
168,1
169,1
170,5
171,4
172,3
173,1
174,1
175,5
176,4
177,5
178,2
179,4
180,4
181,2
182,1
183,3
184,1
185,1
186,4
187,4
188,2
189,5
190,2
191,3
192,5
193,2
194,1
195,4
196,1
197,4
198,1
199,4
200,4
201,2
202,1
203,4
204,4
205,5
206,5
207,5
208,2
209,3
210,5
211,2
212,1
213,4
214,1
215,3
216,3
217,4
218,4
219,2
220,4
221,5
222,1
223,2
224,2
225,4
226,1
227,2
228,4
229,4
230,5
231,5
232,1
233,3
234,5
235,2
236,3
237,4
238,3
239,4
240,3
241,3
242,1
243,1
244,5
245,5
246,3
247,1
248,3
249,3
250,2
251,3
252,5
253,3
254,1
255,2
256,4
257,4
258,1
259,5
260,1
261,5
262,4
263,2
264,2
265,5
266,1
267,1
268,3
269,4
270,4
271,4
272,5
273,5
274,5
275,2
276,3
277,5
278,5
279,2
280,4
281,3
282,2
283,1
284,1
285,3
286,1
287,2
