,demand
0,0
1,0
2,0
3,0
4,0
5,9
6,9
7,0
8,10
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,8
19,0
20,7
21,10
22,0
23,0
24,0
25,8
26,6
27,0
28,0
29,0
30,0
31,0
32,8
33,10
34,0
35,6
36,0
37,10
38,0
39,7
40,0
41,0
42,0
43,0
44,0
45,0
46,6
47,0
48,0
49,0
50,9
51,0
52,0
53,10
54,0
55,0
56,0
57,6
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,9
68,0
69,0
70,9
71,0
72,0
73,6
74,0
75,7
76,0
77,0
78,0
79,0
80,0
81,0
82,6
83,0
84,0
85,0
86,0
87,0
88,0
89,10
90,0
91,7
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,6
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,8
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,6
138,0
139,0
140,7
141,0
142,0
143,0
144,0
145,8
146,7
147,10
148,9
149,6
150,10
151,0
152,7
153,0
154,0
155,0
156,6
157,0
158,0
159,8
160,8
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,8
176,8
177,0
178,0
179,0
180,8
181,0
182,9
183,0
184,0
185,7
186,0
187,0
188,0
189,7
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,6
202,0
203,0
204,8
205,0
206,0
207,0
208,0
209,6
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,6
221,0
222,0
223,9
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,10
232,0
233,0
234,0
235,9
236,0
237,6
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,10
256,0
257,8
258,0
259,7
260,0
261,0
262,0
263,0
264,8
265,8
266,0
267,0
268,0
269,6
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,8
279,0
280,0
281,10
282,0
283,0
284,0
285,0
286,0
287,0
