,demand
0,4
1,2
2,5
3,4
4,3
5,4
6,1
7,5
8,4
9,2
10,3
11,2
12,2
13,3
14,1
15,1
16,5
17,1
18,3
19,2
20,5
21,3
22,1
23,2
24,2
25,1
26,2
27,4
28,4
29,5
30,3
31,3
32,1
33,4
34,1
35,1
36,1
37,5
38,3
39,3
40,5
41,4
42,4
43,4
44,1
45,5
46,2
47,5
48,4
49,4
50,2
51,3
52,5
53,1
54,4
55,1
56,5
57,2
58,5
59,3
60,1
61,3
62,2
63,4
64,5
65,4
66,3
67,1
68,3
69,4
70,3
71,1
72,2
73,2
74,5
75,1
76,2
77,5
78,3
79,1
80,2
81,4
82,3
83,2
84,1
85,2
86,5
87,2
88,2
89,5
90,3
91,3
92,2
93,5
94,2
95,5
96,2
97,4
98,2
99,3
100,3
101,3
102,2
103,1
104,5
105,2
106,4
107,1
108,3
109,4
110,2
111,1
112,5
113,3
114,4
115,3
116,3
117,2
118,3
119,3
120,3
121,4
122,2
123,2
124,1
125,1
126,3
127,1
128,4
129,5
130,1
131,4
132,2
133,4
134,4
135,2
136,3
137,2
138,4
139,1
140,5
141,5
142,1
143,3
144,2
145,3
146,4
147,1
148,4
149,1
150,4
151,5
152,5
153,1
154,2
155,5
156,3
157,4
158,1
159,2
160,2
161,1
162,2
163,3
164,2
165,1
166,3
167,3
168,5
169,3
170,2
171,1
172,1
173,3
174,4
175,3
176,5
177,5
178,1
179,4
180,4
181,1
182,1
183,3
184,5
185,4
186,5
187,1
188,4
189,4
190,5
191,5
192,2
193,2
194,3
195,4
196,3
197,1
198,5
199,5
200,4
201,1
202,4
203,5
204,3
205,5
206,3
207,3
208,1
209,3
210,1
211,4
212,3
213,4
214,3
215,4
216,4
217,4
218,4
219,1
220,4
221,2
222,3
223,5
224,5
225,2
226,1
227,5
228,3
229,4
230,1
231,1
232,2
233,1
234,3
235,5
236,3
237,4
238,4
239,3
240,3
241,3
242,5
243,2
244,1
245,5
246,2
247,2
248,2
249,1
250,2
251,4
252,5
253,3
254,2
255,4
256,2
257,2
258,4
259,2
260,5
261,3
262,1
263,3
264,1
265,3
266,3
267,1
268,3
269,1
270,4
271,3
272,3
273,5
274,5
275,1
276,5
277,4
278,3
279,5
280,4
281,2
282,5
283,1
284,5
285,4
286,3
287,4
