,demand
0,4
1,3
2,2
3,3
4,1
5,5
6,3
7,2
8,5
9,3
10,3
11,5
12,3
13,2
14,5
15,2
16,3
17,3
18,4
19,2
20,5
21,2
22,2
23,2
24,3
25,5
26,3
27,1
28,2
29,1
30,2
31,1
32,4
33,4
34,5
35,4
36,3
37,4
38,3
39,4
40,2
41,5
42,3
43,4
44,4
45,4
46,4
47,4
48,5
49,4
50,5
51,3
52,2
53,2
54,5
55,3
56,2
57,5
58,2
59,2
60,1
61,3
62,3
63,2
64,4
65,2
66,3
67,1
68,2
69,3
70,1
71,2
72,2
73,3
74,1
75,2
76,4
77,1
78,4
79,3
80,1
81,4
82,1
83,3
84,3
85,1
86,2
87,5
88,2
89,2
90,4
91,1
92,4
93,2
94,4
95,1
96,2
97,2
98,4
99,5
100,5
101,1
102,1
103,2
104,5
105,5
106,4
107,1
108,2
109,4
110,5
111,3
112,1
113,3
114,5
115,5
116,5
117,2
118,5
119,4
120,5
121,3
122,4
123,2
124,1
125,5
126,5
127,5
128,3
129,2
130,3
131,1
132,3
133,4
134,2
135,2
136,2
137,5
138,4
139,5
140,3
141,3
142,1
143,2
144,4
145,3
146,3
147,5
148,4
149,2
150,4
151,5
152,2
153,3
154,1
155,2
156,3
157,1
158,1
159,1
160,1
161,3
162,4
163,4
164,3
165,2
166,2
167,3
168,4
169,3
170,4
171,1
172,5
173,3
174,2
175,1
176,4
177,1
178,4
179,2
180,2
181,2
182,4
183,2
184,4
185,3
186,4
187,3
188,2
189,3
190,5
191,1
192,2
193,4
194,4
195,5
196,2
197,1
198,5
199,3
200,2
201,2
202,4
203,2
204,5
205,3
206,3
207,5
208,5
209,1
210,2
211,4
212,3
213,5
214,1
215,3
216,3
217,4
218,3
219,1
220,5
221,1
222,5
223,1
224,4
225,2
226,5
227,3
228,2
229,4
230,2
231,1
232,5
233,5
234,1
235,2
236,1
237,4
238,4
239,3
240,2
241,3
242,5
243,4
244,1
245,3
246,4
247,2
248,4
249,5
250,4
251,1
252,1
253,5
254,2
255,4
256,4
257,3
258,3
259,4
260,5
261,5
262,3
263,5
264,5
265,2
266,4
267,1
268,1
269,4
270,4
271,1
272,2
273,2
274,2
275,5
276,4
277,5
278,3
279,3
280,5
281,5
282,1
283,5
284,2
285,1
286,3
287,1
