,demand
0,1
1,5
2,4
3,3
4,1
5,1
6,4
7,4
8,2
9,1
10,3
11,1
12,3
13,5
14,1
15,1
16,2
17,1
18,5
19,3
20,3
21,1
22,1
23,2
24,5
25,4
26,5
27,5
28,4
29,3
30,3
31,2
32,3
33,3
34,5
35,3
36,1
37,1
38,1
39,2
40,5
41,3
42,1
43,5
44,4
45,1
46,5
47,5
48,1
49,4
50,4
51,3
52,2
53,2
54,4
55,1
56,5
57,3
58,1
59,2
60,5
61,1
62,3
63,3
64,5
65,4
66,1
67,1
68,5
69,2
70,5
71,4
72,5
73,4
74,1
75,4
76,4
77,5
78,2
79,2
80,4
81,5
82,1
83,4
84,5
85,3
86,1
87,2
88,1
89,3
90,3
91,5
92,5
93,5
94,2
95,5
96,2
97,4
98,5
99,2
100,4
101,1
102,4
103,3
104,1
105,1
106,4
107,3
108,2
109,1
110,3
111,5
112,4
113,4
114,5
115,1
116,3
117,3
118,5
119,1
120,2
121,1
122,5
123,3
124,3
125,5
126,1
127,1
128,2
129,2
130,1
131,5
132,3
133,4
134,1
135,3
136,5
137,2
138,1
139,1
140,5
141,4
142,5
143,4
144,3
145,5
146,2
147,3
148,5
149,1
150,2
151,1
152,4
153,2
154,5
155,2
156,1
157,5
158,5
159,2
160,2
161,2
162,1
163,3
164,5
165,4
166,4
167,2
168,3
169,2
170,5
171,2
172,2
173,4
174,3
175,1
176,3
177,5
178,4
179,5
180,2
181,2
182,5
183,4
184,3
185,4
186,1
187,4
188,3
189,3
190,1
191,3
192,2
193,3
194,4
195,4
196,2
197,4
198,3
199,1
200,5
201,1
202,5
203,4
204,1
205,3
206,3
207,2
208,4
209,3
210,2
211,3
212,5
213,3
214,1
215,5
216,4
217,1
218,2
219,5
220,3
221,3
222,4
223,3
224,4
225,4
226,4
227,3
228,1
229,3
230,5
231,4
232,3
233,2
234,4
235,5
236,5
237,4
238,4
239,2
240,1
241,1
242,1
243,1
244,5
245,2
246,3
247,5
248,2
249,3
250,1
251,1
252,2
253,3
254,2
255,4
256,3
257,1
258,4
259,2
260,1
261,4
262,4
263,2
264,1
265,5
266,4
267,4
268,3
269,3
270,4
271,3
272,2
273,1
274,4
275,4
276,4
277,1
278,3
279,5
280,5
281,4
282,1
283,4
284,3
285,4
286,4
287,5
