,demand
0,4
1,4
2,2
3,5
4,2
5,2
6,3
7,1
8,2
9,5
10,5
11,3
12,1
13,4
14,4
15,2
16,3
17,2
18,1
19,1
20,1
21,3
22,5
23,5
24,5
25,4
26,2
27,1
28,1
29,5
30,4
31,3
32,5
33,4
34,1
35,4
36,3
37,1
38,3
39,4
40,1
41,3
42,3
43,2
44,2
45,2
46,5
47,4
48,4
49,5
50,2
51,4
52,4
53,3
54,1
55,5
56,3
57,3
58,3
59,1
60,2
61,4
62,3
63,2
64,5
65,4
66,1
67,3
68,2
69,5
70,2
71,5
72,4
73,4
74,3
75,3
76,2
77,5
78,5
79,2
80,5
81,4
82,3
83,4
84,2
85,5
86,3
87,1
88,4
89,3
90,3
91,3
92,1
93,3
94,2
95,4
96,3
97,2
98,1
99,1
100,3
101,1
102,5
103,2
104,5
105,3
106,4
107,5
108,3
109,3
110,2
111,4
112,4
113,5
114,5
115,2
116,2
117,3
118,5
119,2
120,1
121,1
122,2
123,1
124,1
125,2
126,3
127,2
128,2
129,3
130,2
131,5
132,2
133,3
134,4
135,3
136,1
137,2
138,2
139,2
140,5
141,3
142,1
143,2
144,3
145,3
146,4
147,5
148,4
149,4
150,1
151,1
152,1
153,4
154,4
155,5
156,2
157,4
158,1
159,5
160,5
161,1
162,3
163,4
164,1
165,5
166,1
167,2
168,1
169,4
170,1
171,2
172,1
173,5
174,2
175,5
176,4
177,3
178,5
179,3
180,5
181,1
182,3
183,3
184,3
185,3
186,2
187,5
188,4
189,4
190,5
191,1
192,5
193,4
194,4
195,2
196,5
197,5
198,4
199,5
200,4
201,4
202,1
203,4
204,4
205,4
206,2
207,1
208,1
209,4
210,1
211,5
212,5
213,1
214,3
215,4
216,3
217,3
218,5
219,4
220,1
221,4
222,5
223,3
224,1
225,2
226,5
227,3
228,3
229,3
230,4
231,1
232,4
233,5
234,5
235,3
236,5
237,1
238,5
239,2
240,5
241,5
242,5
243,3
244,1
245,4
246,1
247,5
248,5
249,4
250,3
251,5
252,5
253,2
254,4
255,2
256,5
257,5
258,2
259,3
260,3
261,5
262,1
263,3
264,1
265,1
266,1
267,2
268,5
269,5
270,2
271,3
272,4
273,1
274,4
275,4
276,4
277,5
278,1
279,1
280,4
281,5
282,3
283,5
284,1
285,2
286,1
287,3
