,demand
0,3
1,5
2,5
3,5
4,3
5,3
6,4
7,5
8,2
9,5
10,3
11,1
12,3
13,2
14,3
15,2
16,1
17,2
18,4
19,4
20,3
21,5
22,5
23,3
24,5
25,4
26,1
27,4
28,1
29,2
30,3
31,2
32,2
33,5
34,3
35,1
36,2
37,1
38,5
39,4
40,3
41,1
42,1
43,4
44,1
45,3
46,3
47,4
48,2
49,3
50,5
51,1
52,3
53,5
54,2
55,1
56,2
57,5
58,2
59,4
60,1
61,2
62,5
63,4
64,3
65,4
66,1
67,2
68,2
69,3
70,1
71,4
72,5
73,1
74,1
75,2
76,2
77,5
78,3
79,2
80,3
81,4
82,3
83,2
84,4
85,2
86,2
87,1
88,5
89,5
90,3
91,5
92,1
93,5
94,5
95,4
96,2
97,2
98,1
99,5
100,2
101,2
102,1
103,1
104,4
105,3
106,2
107,1
108,2
109,2
110,2
111,3
112,5
113,3
114,4
115,1
116,4
117,2
118,5
119,3
120,4
121,1
122,5
123,2
124,1
125,1
126,4
127,3
128,5
129,1
130,3
131,2
132,4
133,2
134,3
135,5
136,1
137,1
138,1
139,2
140,3
141,5
142,5
143,4
144,4
145,1
146,4
147,5
148,5
149,4
150,5
151,2
152,1
153,4
154,5
155,4
156,5
157,2
158,2
159,4
160,2
161,2
162,5
163,1
164,3
165,5
166,1
167,5
168,2
169,3
170,1
171,2
172,1
173,4
174,4
175,4
176,4
177,2
178,2
179,4
180,1
181,4
182,5
183,5
184,5
185,4
186,4
187,1
188,2
189,3
190,2
191,1
192,1
193,3
194,3
195,3
196,2
197,3
198,3
199,5
200,1
201,3
202,5
203,4
204,4
205,4
206,2
207,4
208,1
209,5
210,4
211,5
212,1
213,5
214,5
215,5
216,5
217,5
218,3
219,5
220,1
221,4
222,5
223,2
224,5
225,4
226,4
227,2
228,2
229,5
230,2
231,1
232,5
233,3
234,5
235,2
236,3
237,1
238,3
239,5
240,2
241,1
242,5
243,1
244,1
245,4
246,1
247,1
248,2
249,3
250,2
251,4
252,3
253,1
254,3
255,3
256,5
257,1
258,5
259,2
260,5
261,5
262,1
263,3
264,3
265,2
266,2
267,3
268,4
269,3
270,1
271,4
272,2
273,2
274,5
275,2
276,5
277,2
278,1
279,2
280,3
281,3
282,1
283,3
284,1
285,1
286,5
287,5
