,demand
0,8
1,0
2,6
3,0
4,0
5,0
6,0
7,0
8,8
9,0
10,0
11,0
12,0
13,0
14,10
15,8
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,6
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,6
32,0
33,8
34,7
35,0
36,0
37,7
38,0
39,9
40,0
41,0
42,10
43,0
44,8
45,0
46,10
47,0
48,10
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,6
58,0
59,0
60,0
61,0
62,6
63,0
64,0
65,0
66,0
67,0
68,0
69,7
70,0
71,0
72,7
73,0
74,6
75,9
76,0
77,0
78,8
79,9
80,0
81,6
82,0
83,10
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,8
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,6
125,0
126,6
127,0
128,0
129,0
130,0
131,0
132,10
133,0
134,9
135,8
136,0
137,0
138,7
139,0
140,0
141,0
142,0
143,0
144,9
145,6
146,0
147,0
148,0
149,0
150,9
151,0
152,0
153,0
154,10
155,0
156,6
157,0
158,0
159,0
160,9
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,10
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,9
178,0
179,0
180,0
181,9
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,10
194,0
195,7
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,6
205,0
206,0
207,0
208,0
209,10
210,9
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,9
233,7
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,8
245,0
246,0
247,10
248,0
249,8
250,0
251,0
252,0
253,10
254,0
255,0
256,0
257,0
258,6
259,0
260,10
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,8
270,8
271,7
272,0
273,0
274,7
275,0
276,0
277,0
278,0
279,8
280,0
281,0
282,0
283,0
284,0
285,6
286,0
287,0
