,demand
0,1
1,2
2,4
3,1
4,4
5,5
6,5
7,2
8,5
9,1
10,2
11,2
12,2
13,5
14,1
15,5
16,5
17,2
18,1
19,2
20,3
21,3
22,3
23,3
24,2
25,2
26,2
27,4
28,5
29,1
30,5
31,5
32,4
33,4
34,4
35,5
36,3
37,5
38,5
39,1
40,4
41,2
42,2
43,4
44,1
45,2
46,1
47,3
48,5
49,2
50,5
51,2
52,3
53,3
54,3
55,5
56,3
57,1
58,1
59,4
60,2
61,2
62,1
63,4
64,2
65,5
66,5
67,2
68,3
69,1
70,3
71,4
72,2
73,3
74,1
75,2
76,5
77,5
78,2
79,2
80,5
81,4
82,1
83,3
84,1
85,3
86,5
87,1
88,5
89,4
90,5
91,3
92,1
93,3
94,4
95,1
96,4
97,1
98,1
99,1
100,5
101,5
102,3
103,4
104,2
105,5
106,3
107,2
108,1
109,3
110,5
111,3
112,4
113,4
114,5
115,1
116,2
117,2
118,2
119,5
120,3
121,1
122,4
123,4
124,4
125,3
126,2
127,5
128,2
129,1
130,3
131,4
132,2
133,2
134,2
135,2
136,5
137,4
138,2
139,3
140,1
141,1
142,4
143,5
144,4
145,4
146,4
147,5
148,4
149,2
150,3
151,3
152,4
153,2
154,1
155,3
156,4
157,5
158,5
159,1
160,5
161,2
162,5
163,5
164,4
165,2
166,2
167,5
168,1
169,3
170,4
171,4
172,1
173,1
174,5
175,1
176,5
177,5
178,2
179,2
180,4
181,1
182,5
183,3
184,2
185,4
186,3
187,2
188,3
189,2
190,4
191,4
192,3
193,4
194,2
195,3
196,1
197,3
198,2
199,5
200,4
201,1
202,1
203,5
204,5
205,2
206,2
207,4
208,5
209,1
210,3
211,5
212,4
213,1
214,4
215,3
216,1
217,3
218,3
219,4
220,3
221,4
222,3
223,4
224,3
225,5
226,4
227,3
228,5
229,2
230,5
231,5
232,4
233,4
234,2
235,5
236,5
237,2
238,4
239,4
240,4
241,4
242,2
243,2
244,2
245,4
246,1
247,1
248,5
249,2
250,1
251,5
252,1
253,5
254,2
255,5
256,1
257,3
258,4
259,4
260,5
261,2
262,5
263,1
264,1
265,4
266,2
267,5
268,2
269,2
270,2
271,2
272,1
273,1
274,4
275,5
276,3
277,4
278,3
279,4
280,5
281,5
282,2
283,2
284,4
285,1
286,4
287,5
