,demand
0,5
1,1
2,4
3,3
4,3
5,3
6,3
7,5
8,3
9,2
10,4
11,1
12,3
13,5
14,2
15,1
16,5
17,2
18,2
19,3
20,3
21,2
22,5
23,1
24,1
25,1
26,3
27,5
28,3
29,3
30,5
31,1
32,1
33,2
34,4
35,1
36,1
37,5
38,4
39,3
40,4
41,3
42,1
43,1
44,4
45,4
46,4
47,2
48,1
49,2
50,4
51,5
52,3
53,2
54,3
55,4
56,4
57,5
58,2
59,3
60,1
61,1
62,5
63,3
64,2
65,5
66,2
67,4
68,3
69,1
70,4
71,2
72,2
73,2
74,4
75,3
76,1
77,1
78,3
79,1
80,2
81,4
82,1
83,2
84,4
85,1
86,4
87,5
88,3
89,3
90,4
91,3
92,1
93,5
94,1
95,3
96,3
97,4
98,4
99,3
100,1
101,2
102,3
103,3
104,4
105,3
106,5
107,1
108,1
109,1
110,3
111,2
112,2
113,3
114,2
115,1
116,2
117,2
118,1
119,2
120,3
121,4
122,5
123,4
124,5
125,5
126,1
127,5
128,4
129,2
130,1
131,4
132,3
133,5
134,2
135,3
136,5
137,1
138,5
139,2
140,5
141,2
142,2
143,4
144,2
145,5
146,3
147,2
148,1
149,1
150,3
151,3
152,5
153,5
154,4
155,1
156,1
157,2
158,5
159,2
160,2
161,1
162,1
163,1
164,1
165,4
166,2
167,4
168,4
169,2
170,2
171,4
172,5
173,5
174,4
175,1
176,2
177,3
178,2
179,2
180,2
181,2
182,5
183,3
184,5
185,4
186,3
187,1
188,4
189,2
190,2
191,5
192,2
193,5
194,5
195,1
196,1
197,3
198,3
199,1
200,4
201,2
202,3
203,4
204,4
205,1
206,5
207,3
208,5
209,4
210,4
211,2
212,2
213,5
214,4
215,3
216,5
217,1
218,2
219,1
220,5
221,1
222,2
223,4
224,5
225,1
226,3
227,2
228,3
229,3
230,5
231,3
232,3
233,3
234,2
235,1
236,3
237,4
238,4
239,4
240,2
241,5
242,1
243,2
244,2
245,4
246,2
247,2
248,3
249,1
250,1
251,5
252,5
253,4
254,3
255,1
256,5
257,5
258,5
259,2
260,4
261,3
262,5
263,1
264,3
265,1
266,1
267,1
268,3
269,1
270,2
271,3
272,3
273,5
274,4
275,3
276,3
277,2
278,3
279,2
280,3
281,5
282,5
283,3
284,3
285,3
286,1
287,5
