,demand
0,4
1,5
2,4
3,3
4,5
5,2
6,3
7,3
8,1
9,5
10,5
11,5
12,4
13,5
14,1
15,3
16,3
17,3
18,4
19,2
20,1
21,2
22,3
23,4
24,4
25,1
26,4
27,4
28,2
29,1
30,3
31,1
32,5
33,2
34,4
35,4
36,4
37,4
38,5
39,1
40,2
41,5
42,4
43,4
44,1
45,2
46,3
47,2
48,4
49,2
50,1
51,4
52,4
53,3
54,2
55,1
56,3
57,5
58,5
59,5
60,2
61,5
62,3
63,4
64,5
65,5
66,1
67,3
68,5
69,5
70,2
71,2
72,4
73,4
74,1
75,2
76,5
77,4
78,2
79,5
80,1
81,5
82,5
83,2
84,5
85,5
86,2
87,2
88,5
89,1
90,3
91,5
92,2
93,4
94,1
95,1
96,1
97,4
98,1
99,1
100,3
101,4
102,1
103,3
104,3
105,2
106,2
107,4
108,2
109,4
110,2
111,2
112,1
113,5
114,2
115,3
116,5
117,3
118,5
119,1
120,3
121,2
122,3
123,3
124,1
125,3
126,5
127,2
128,5
129,2
130,2
131,3
132,1
133,5
134,3
135,1
136,3
137,1
138,2
139,1
140,1
141,3
142,2
143,1
144,2
145,5
146,3
147,2
148,1
149,2
150,1
151,2
152,4
153,3
154,2
155,4
156,1
157,1
158,4
159,1
160,1
161,5
162,1
163,4
164,5
165,3
166,5
167,4
168,1
169,5
170,4
171,2
172,5
173,3
174,1
175,4
176,1
177,3
178,2
179,1
180,5
181,3
182,4
183,4
184,3
185,2
186,3
187,1
188,1
189,4
190,5
191,4
192,1
193,2
194,1
195,3
196,1
197,2
198,3
199,1
200,2
201,4
202,4
203,4
204,2
205,1
206,2
207,1
208,4
209,3
210,3
211,3
212,4
213,1
214,4
215,1
216,1
217,3
218,2
219,3
220,2
221,5
222,5
223,5
224,4
225,5
226,3
227,3
228,5
229,1
230,3
231,3
232,1
233,5
234,1
235,1
236,3
237,2
238,5
239,1
240,4
241,3
242,2
243,1
244,3
245,4
246,4
247,4
248,4
249,3
250,1
251,2
252,3
253,2
254,2
255,5
256,2
257,2
258,2
259,4
260,5
261,1
262,1
263,2
264,4
265,2
266,5
267,4
268,1
269,3
270,2
271,4
272,2
273,4
274,2
275,2
276,3
277,3
278,2
279,1
280,4
281,5
282,5
283,2
284,2
285,5
286,2
287,3
