,demand
0,3
1,2
2,3
3,3
4,2
5,2
6,3
7,3
8,1
9,5
10,3
11,2
12,3
13,1
14,3
15,2
16,2
17,5
18,1
19,2
20,2
21,1
22,1
23,5
24,3
25,4
26,3
27,4
28,5
29,2
30,5
31,5
32,2
33,1
34,5
35,2
36,4
37,2
38,5
39,1
40,2
41,4
42,5
43,1
44,2
45,3
46,3
47,5
48,4
49,1
50,3
51,3
52,1
53,5
54,3
55,3
56,3
57,2
58,5
59,1
60,2
61,4
62,2
63,2
64,1
65,3
66,4
67,2
68,2
69,5
70,5
71,4
72,5
73,1
74,3
75,3
76,4
77,3
78,5
79,1
80,4
81,5
82,5
83,1
84,4
85,4
86,5
87,2
88,3
89,5
90,3
91,2
92,3
93,3
94,5
95,3
96,4
97,3
98,4
99,3
100,5
101,1
102,2
103,2
104,4
105,2
106,1
107,1
108,5
109,3
110,5
111,1
112,1
113,2
114,2
115,1
116,4
117,3
118,1
119,4
120,1
121,1
122,4
123,5
124,4
125,5
126,5
127,1
128,3
129,2
130,1
131,1
132,3
133,4
134,3
135,5
136,3
137,2
138,2
139,3
140,4
141,1
142,2
143,5
144,2
145,4
146,2
147,1
148,1
149,2
150,1
151,2
152,5
153,3
154,3
155,5
156,4
157,3
158,3
159,1
160,2
161,4
162,5
163,2
164,5
165,3
166,5
167,1
168,3
169,3
170,3
171,3
172,3
173,2
174,4
175,1
176,4
177,5
178,5
179,3
180,3
181,5
182,3
183,4
184,3
185,1
186,5
187,1
188,2
189,4
190,3
191,2
192,5
193,3
194,3
195,3
196,4
197,4
198,1
199,4
200,2
201,1
202,2
203,3
204,1
205,5
206,1
207,2
208,5
209,3
210,3
211,3
212,3
213,2
214,5
215,4
216,4
217,5
218,3
219,5
220,3
221,5
222,2
223,2
224,3
225,5
226,1
227,3
228,2
229,2
230,5
231,3
232,2
233,3
234,4
235,5
236,5
237,4
238,1
239,2
240,1
241,2
242,3
243,3
244,3
245,5
246,4
247,2
248,5
249,2
250,1
251,4
252,4
253,2
254,1
255,5
256,2
257,4
258,5
259,5
260,1
261,1
262,2
263,5
264,5
265,4
266,2
267,4
268,2
269,4
270,4
271,3
272,3
273,2
274,5
275,4
276,2
277,3
278,3
279,4
280,4
281,5
282,2
283,2
284,5
285,4
286,1
287,1
