,demand
0,1
1,1
2,4
3,2
4,2
5,1
6,5
7,4
8,2
9,4
10,1
11,3
12,2
13,2
14,2
15,3
16,5
17,1
18,5
19,1
20,1
21,1
22,4
23,5
24,3
25,3
26,4
27,3
28,1
29,3
30,4
31,5
32,1
33,1
34,1
35,1
36,3
37,2
38,2
39,3
40,2
41,5
42,1
43,2
44,4
45,2
46,4
47,5
48,1
49,3
50,3
51,5
52,2
53,3
54,4
55,4
56,1
57,4
58,3
59,1
60,3
61,5
62,2
63,5
64,1
65,4
66,4
67,3
68,2
69,1
70,3
71,3
72,5
73,2
74,5
75,2
76,1
77,3
78,2
79,4
80,1
81,1
82,3
83,1
84,2
85,2
86,2
87,4
88,3
89,3
90,2
91,2
92,2
93,2
94,1
95,1
96,3
97,5
98,3
99,5
100,5
101,5
102,4
103,2
104,3
105,3
106,3
107,3
108,3
109,5
110,2
111,2
112,2
113,3
114,5
115,1
116,1
117,2
118,5
119,4
120,2
121,2
122,3
123,1
124,2
125,5
126,2
127,3
128,5
129,3
130,5
131,1
132,2
133,4
134,1
135,1
136,2
137,4
138,4
139,2
140,4
141,3
142,4
143,4
144,3
145,3
146,1
147,2
148,1
149,4
150,1
151,3
152,1
153,4
154,5
155,3
156,2
157,2
158,3
159,4
160,4
161,5
162,1
163,3
164,2
165,2
166,2
167,3
168,5
169,3
170,3
171,1
172,2
173,3
174,3
175,5
176,4
177,1
178,3
179,3
180,5
181,3
182,4
183,3
184,3
185,5
186,1
187,2
188,5
189,4
190,2
191,2
192,4
193,2
194,3
195,4
196,4
197,5
198,3
199,3
200,4
201,5
202,4
203,4
204,3
205,5
206,4
207,5
208,1
209,2
210,2
211,1
212,4
213,5
214,4
215,5
216,3
217,3
218,5
219,4
220,4
221,3
222,1
223,5
224,5
225,3
226,2
227,2
228,5
229,5
230,4
231,3
232,4
233,4
234,2
235,1
236,5
237,1
238,2
239,2
240,3
241,2
242,4
243,5
244,2
245,2
246,4
247,2
248,5
249,5
250,1
251,5
252,5
253,2
254,3
255,3
256,1
257,3
258,4
259,4
260,1
261,5
262,2
263,3
264,1
265,1
266,2
267,3
268,5
269,1
270,4
271,3
272,2
273,1
274,3
275,3
276,1
277,1
278,5
279,3
280,2
281,5
282,3
283,3
284,5
285,3
286,3
287,2
