,demand
0,3
1,2
2,1
3,4
4,1
5,5
6,3
7,5
8,3
9,1
10,3
11,3
12,4
13,3
14,1
15,2
16,4
17,2
18,4
19,1
20,1
21,3
22,2
23,4
24,3
25,1
26,2
27,2
28,3
29,3
30,2
31,2
32,3
33,4
34,4
35,1
36,3
37,1
38,1
39,5
40,3
41,5
42,1
43,3
44,3
45,3
46,4
47,2
48,5
49,3
50,3
51,1
52,3
53,1
54,1
55,4
56,5
57,3
58,5
59,5
60,1
61,5
62,3
63,4
64,1
65,5
66,3
67,5
68,5
69,5
70,5
71,5
72,3
73,5
74,3
75,5
76,2
77,4
78,4
79,4
80,4
81,2
82,3
83,2
84,1
85,4
86,5
87,4
88,2
89,1
90,2
91,4
92,2
93,4
94,2
95,5
96,1
97,1
98,1
99,4
100,4
101,4
102,3
103,5
104,5
105,1
106,3
107,3
108,4
109,4
110,3
111,1
112,3
113,5
114,4
115,5
116,3
117,1
118,4
119,2
120,2
121,5
122,4
123,1
124,1
125,3
126,4
127,2
128,5
129,1
130,3
131,1
132,3
133,4
134,1
135,1
136,2
137,4
138,2
139,4
140,3
141,4
142,5
143,3
144,4
145,5
146,5
147,1
148,4
149,1
150,3
151,3
152,1
153,5
154,2
155,2
156,3
157,5
158,2
159,5
160,2
161,3
162,3
163,5
164,3
165,1
166,5
167,2
168,3
169,4
170,3
171,3
172,2
173,1
174,3
175,1
176,3
177,4
178,5
179,4
180,3
181,5
182,4
183,2
184,5
185,4
186,2
187,1
188,4
189,1
190,1
191,5
192,4
193,1
194,3
195,5
196,4
197,4
198,4
199,4
200,4
201,3
202,1
203,2
204,3
205,3
206,3
207,1
208,4
209,2
210,5
211,3
212,3
213,2
214,2
215,4
216,4
217,1
218,3
219,5
220,5
221,1
222,1
223,1
224,1
225,1
226,4
227,5
228,1
229,1
230,5
231,5
232,4
233,1
234,5
235,1
236,3
237,4
238,4
239,4
240,4
241,2
242,3
243,4
244,5
245,3
246,3
247,2
248,2
249,4
250,3
251,5
252,3
253,4
254,2
255,3
256,3
257,5
258,4
259,3
260,3
261,1
262,4
263,5
264,4
265,3
266,5
267,4
268,1
269,1
270,1
271,3
272,5
273,1
274,2
275,2
276,5
277,2
278,5
279,2
280,3
281,4
282,1
283,2
284,3
285,5
286,4
287,1
