,demand
0,0
1,8
2,0
3,9
4,6
5,0
6,0
7,0
8,6
9,0
10,6
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,9
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,8
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,6
65,0
66,10
67,0
68,0
69,0
70,0
71,10
72,0
73,0
74,0
75,0
76,9
77,0
78,0
79,0
80,7
81,0
82,0
83,10
84,7
85,0
86,0
87,0
88,0
89,7
90,0
91,0
92,0
93,0
94,8
95,9
96,10
97,10
98,0
99,9
100,0
101,0
102,0
103,0
104,0
105,0
106,8
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,10
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,6
127,0
128,0
129,0
130,0
131,7
132,0
133,0
134,0
135,8
136,0
137,7
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,9
150,0
151,0
152,0
153,0
154,0
155,10
156,7
157,7
158,0
159,0
160,6
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,7
173,10
174,0
175,0
176,6
177,7
178,0
179,0
180,9
181,0
182,0
183,0
184,0
185,0
186,0
187,10
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,7
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,6
204,0
205,8
206,0
207,0
208,0
209,0
210,7
211,6
212,0
213,0
214,0
215,0
216,0
217,0
218,7
219,10
220,0
221,0
222,7
223,9
224,0
225,0
226,10
227,0
228,0
229,0
230,0
231,0
232,0
233,8
234,0
235,0
236,0
237,0
238,0
239,0
240,7
241,0
242,6
243,0
244,6
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,10
254,0
255,0
256,8
257,0
258,0
259,0
260,0
261,0
262,8
263,0
264,0
265,0
266,0
267,9
268,0
269,7
270,0
271,7
272,0
273,8
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,7
285,7
286,0
287,0
