,demand
0,5
1,2
2,5
3,3
4,5
5,5
6,1
7,4
8,2
9,3
10,4
11,1
12,4
13,3
14,4
15,1
16,4
17,2
18,4
19,2
20,2
21,3
22,4
23,1
24,5
25,5
26,4
27,5
28,5
29,1
30,5
31,4
32,1
33,2
34,5
35,3
36,2
37,1
38,2
39,3
40,3
41,1
42,2
43,5
44,1
45,5
46,1
47,5
48,3
49,3
50,4
51,1
52,2
53,3
54,5
55,1
56,2
57,1
58,4
59,2
60,3
61,4
62,5
63,4
64,1
65,2
66,2
67,4
68,1
69,3
70,3
71,1
72,5
73,1
74,4
75,1
76,1
77,2
78,1
79,3
80,4
81,5
82,2
83,2
84,4
85,2
86,1
87,3
88,1
89,5
90,5
91,1
92,5
93,5
94,1
95,3
96,2
97,3
98,1
99,1
100,5
101,1
102,5
103,2
104,4
105,5
106,1
107,5
108,2
109,5
110,4
111,3
112,2
113,3
114,3
115,1
116,1
117,3
118,4
119,4
120,4
121,5
122,1
123,2
124,5
125,4
126,1
127,2
128,4
129,3
130,2
131,5
132,3
133,2
134,1
135,3
136,4
137,2
138,3
139,1
140,3
141,3
142,2
143,2
144,2
145,3
146,4
147,5
148,4
149,2
150,5
151,5
152,5
153,5
154,2
155,3
156,4
157,4
158,1
159,4
160,2
161,1
162,1
163,2
164,4
165,2
166,3
167,1
168,2
169,4
170,2
171,5
172,2
173,1
174,1
175,4
176,5
177,5
178,4
179,1
180,4
181,4
182,3
183,1
184,2
185,1
186,1
187,1
188,2
189,4
190,2
191,3
192,4
193,3
194,4
195,3
196,1
197,4
198,3
199,3
200,1
201,4
202,3
203,5
204,4
205,5
206,4
207,4
208,1
209,5
210,1
211,3
212,2
213,2
214,5
215,4
216,2
217,4
218,4
219,5
220,4
221,3
222,3
223,4
224,5
225,1
226,4
227,4
228,5
229,5
230,3
231,3
232,5
233,4
234,2
235,5
236,4
237,1
238,4
239,1
240,2
241,1
242,2
243,5
244,1
245,4
246,1
247,3
248,4
249,4
250,1
251,1
252,1
253,1
254,5
255,1
256,2
257,3
258,5
259,5
260,3
261,5
262,1
263,5
264,5
265,2
266,3
267,5
268,5
269,4
270,5
271,5
272,4
273,3
274,5
275,5
276,2
277,3
278,2
279,3
280,1
281,5
282,2
283,3
284,1
285,1
286,2
287,4
