,demand
0,2
1,5
2,5
3,2
4,4
5,1
6,3
7,2
8,1
9,2
10,3
11,3
12,4
13,1
14,2
15,5
16,1
17,1
18,5
19,4
20,3
21,3
22,5
23,4
24,5
25,3
26,5
27,1
28,2
29,4
30,3
31,5
32,2
33,5
34,3
35,4
36,1
37,2
38,2
39,4
40,5
41,4
42,3
43,2
44,2
45,5
46,4
47,2
48,3
49,2
50,1
51,4
52,3
53,3
54,4
55,5
56,4
57,2
58,2
59,3
60,3
61,2
62,5
63,4
64,5
65,5
66,1
67,2
68,3
69,5
70,1
71,4
72,1
73,3
74,2
75,4
76,5
77,4
78,1
79,3
80,3
81,2
82,5
83,2
84,3
85,2
86,5
87,2
88,4
89,1
90,5
91,1
92,3
93,5
94,5
95,5
96,5
97,5
98,3
99,4
100,2
101,5
102,1
103,4
104,2
105,2
106,4
107,1
108,3
109,4
110,4
111,2
112,5
113,2
114,5
115,4
116,5
117,4
118,4
119,4
120,1
121,1
122,1
123,1
124,1
125,3
126,1
127,4
128,5
129,1
130,4
131,2
132,1
133,3
134,2
135,1
136,4
137,2
138,3
139,1
140,4
141,2
142,1
143,4
144,1
145,3
146,1
147,4
148,3
149,2
150,2
151,5
152,2
153,3
154,3
155,5
156,2
157,3
158,2
159,3
160,3
161,1
162,4
163,4
164,3
165,4
166,3
167,4
168,5
169,3
170,1
171,3
172,3
173,3
174,1
175,1
176,3
177,4
178,3
179,5
180,3
181,5
182,4
183,2
184,4
185,5
186,4
187,4
188,5
189,4
190,5
191,5
192,2
193,4
194,4
195,5
196,5
197,3
198,5
199,4
200,2
201,5
202,5
203,4
204,1
205,5
206,1
207,5
208,5
209,1
210,3
211,3
212,1
213,1
214,3
215,1
216,1
217,4
218,1
219,1
220,4
221,2
222,2
223,3
224,4
225,2
226,2
227,2
228,3
229,1
230,5
231,2
232,3
233,4
234,1
235,4
236,2
237,2
238,1
239,1
240,4
241,3
242,2
243,1
244,3
245,4
246,4
247,1
248,1
249,4
250,1
251,5
252,1
253,5
254,4
255,2
256,4
257,1
258,1
259,4
260,1
261,3
262,2
263,3
264,1
265,5
266,5
267,2
268,4
269,3
270,5
271,1
272,3
273,1
274,5
275,2
276,1
277,2
278,2
279,1
280,1
281,4
282,4
283,5
284,1
285,5
286,2
287,4
