,demand
0,1
1,1
2,2
3,5
4,5
5,4
6,4
7,1
8,5
9,4
10,4
11,4
12,5
13,3
14,2
15,4
16,4
17,3
18,5
19,1
20,1
21,3
22,2
23,4
24,5
25,5
26,3
27,5
28,1
29,4
30,3
31,1
32,5
33,1
34,3
35,3
36,3
37,1
38,3
39,2
40,2
41,3
42,2
43,3
44,5
45,5
46,5
47,1
48,4
49,1
50,5
51,3
52,3
53,4
54,4
55,5
56,4
57,2
58,2
59,3
60,5
61,1
62,1
63,2
64,2
65,3
66,5
67,2
68,5
69,1
70,1
71,1
72,4
73,4
74,2
75,3
76,2
77,2
78,2
79,5
80,1
81,1
82,1
83,1
84,2
85,2
86,3
87,4
88,4
89,4
90,2
91,4
92,5
93,4
94,5
95,1
96,4
97,4
98,1
99,1
100,2
101,4
102,5
103,5
104,2
105,5
106,5
107,1
108,5
109,1
110,2
111,1
112,4
113,2
114,3
115,4
116,4
117,1
118,5
119,5
120,4
121,2
122,4
123,3
124,3
125,1
126,1
127,5
128,1
129,2
130,1
131,3
132,2
133,4
134,3
135,3
136,2
137,1
138,5
139,5
140,1
141,2
142,3
143,1
144,5
145,3
146,5
147,3
148,4
149,3
150,1
151,5
152,4
153,1
154,1
155,4
156,5
157,1
158,2
159,1
160,1
161,4
162,1
163,1
164,5
165,1
166,4
167,4
168,5
169,3
170,1
171,5
172,5
173,3
174,2
175,1
176,1
177,5
178,3
179,1
180,5
181,1
182,1
183,4
184,1
185,5
186,1
187,1
188,4
189,1
190,3
191,2
192,2
193,5
194,4
195,1
196,3
197,4
198,1
199,2
200,5
201,2
202,5
203,3
204,5
205,2
206,4
207,4
208,2
209,1
210,3
211,1
212,4
213,5
214,2
215,2
216,4
217,1
218,4
219,2
220,2
221,1
222,5
223,1
224,1
225,2
226,4
227,5
228,4
229,2
230,2
231,5
232,3
233,3
234,5
235,4
236,5
237,2
238,5
239,3
240,1
241,1
242,1
243,1
244,2
245,4
246,4
247,4
248,2
249,5
250,3
251,3
252,3
253,5
254,1
255,1
256,3
257,2
258,2
259,3
260,4
261,1
262,2
263,5
264,4
265,2
266,3
267,3
268,4
269,2
270,2
271,2
272,2
273,1
274,1
275,2
276,5
277,1
278,5
279,4
280,5
281,1
282,3
283,5
284,2
285,5
286,4
287,4
