,demand
0,4
1,4
2,3
3,4
4,3
5,5
6,1
7,1
8,5
9,5
10,3
11,5
12,3
13,3
14,4
15,1
16,2
17,2
18,3
19,3
20,5
21,3
22,5
23,1
24,4
25,3
26,3
27,4
28,1
29,2
30,1
31,2
32,5
33,1
34,2
35,4
36,3
37,2
38,5
39,5
40,1
41,4
42,3
43,2
44,1
45,5
46,3
47,3
48,1
49,5
50,5
51,3
52,1
53,3
54,1
55,4
56,3
57,5
58,5
59,5
60,3
61,1
62,5
63,4
64,5
65,4
66,5
67,1
68,4
69,3
70,4
71,3
72,1
73,1
74,5
75,5
76,3
77,2
78,3
79,2
80,2
81,1
82,1
83,4
84,5
85,1
86,3
87,4
88,3
89,3
90,5
91,3
92,5
93,1
94,4
95,2
96,4
97,2
98,3
99,4
100,4
101,3
102,1
103,1
104,1
105,5
106,5
107,5
108,4
109,2
110,5
111,4
112,4
113,3
114,2
115,4
116,4
117,5
118,3
119,1
120,3
121,2
122,1
123,1
124,1
125,3
126,4
127,2
128,5
129,1
130,4
131,1
132,2
133,5
134,1
135,3
136,1
137,5
138,4
139,5
140,1
141,5
142,2
143,2
144,5
145,5
146,4
147,1
148,5
149,5
150,2
151,2
152,5
153,1
154,3
155,1
156,3
157,5
158,1
159,3
160,1
161,2
162,2
163,3
164,4
165,2
166,5
167,5
168,5
169,5
170,1
171,3
172,3
173,2
174,3
175,1
176,4
177,4
178,2
179,3
180,1
181,2
182,3
183,3
184,5
185,5
186,4
187,1
188,4
189,4
190,4
191,4
192,5
193,3
194,5
195,5
196,2
197,5
198,3
199,5
200,2
201,2
202,1
203,3
204,2
205,1
206,2
207,5
208,2
209,4
210,5
211,5
212,2
213,2
214,5
215,5
216,5
217,1
218,4
219,2
220,1
221,2
222,2
223,1
224,4
225,3
226,4
227,1
228,4
229,2
230,2
231,4
232,2
233,4
234,5
235,2
236,4
237,5
238,2
239,5
240,1
241,1
242,1
243,5
244,1
245,1
246,3
247,5
248,4
249,4
250,2
251,4
252,2
253,1
254,2
255,4
256,3
257,5
258,1
259,1
260,4
261,2
262,2
263,1
264,3
265,2
266,3
267,4
268,3
269,1
270,2
271,3
272,3
273,1
274,4
275,1
276,2
277,5
278,1
279,3
280,2
281,5
282,5
283,3
284,4
285,5
286,2
287,3
