,demand
0,4
1,3
2,4
3,3
4,2
5,5
6,4
7,2
8,4
9,2
10,3
11,4
12,2
13,5
14,5
15,4
16,2
17,5
18,4
19,5
20,5
21,4
22,5
23,2
24,5
25,3
26,5
27,1
28,1
29,2
30,1
31,2
32,2
33,4
34,1
35,4
36,4
37,1
38,4
39,1
40,2
41,2
42,2
43,2
44,5
45,4
46,1
47,1
48,4
49,1
50,5
51,1
52,1
53,1
54,1
55,3
56,1
57,2
58,1
59,1
60,4
61,4
62,1
63,3
64,2
65,3
66,5
67,3
68,1
69,4
70,2
71,1
72,2
73,3
74,5
75,4
76,2
77,1
78,1
79,2
80,2
81,1
82,4
83,1
84,2
85,4
86,1
87,4
88,3
89,1
90,1
91,2
92,2
93,4
94,1
95,2
96,2
97,1
98,4
99,4
100,2
101,5
102,4
103,4
104,1
105,2
106,5
107,2
108,1
109,4
110,5
111,1
112,4
113,1
114,3
115,5
116,1
117,3
118,3
119,1
120,4
121,3
122,1
123,1
124,3
125,3
126,3
127,4
128,4
129,4
130,1
131,1
132,3
133,3
134,4
135,2
136,3
137,4
138,5
139,5
140,1
141,4
142,4
143,4
144,2
145,2
146,1
147,5
148,4
149,3
150,3
151,3
152,1
153,4
154,5
155,2
156,1
157,1
158,1
159,5
160,2
161,4
162,1
163,2
164,2
165,2
166,5
167,3
168,1
169,3
170,2
171,3
172,4
173,5
174,1
175,2
176,2
177,1
178,4
179,1
180,2
181,4
182,2
183,1
184,4
185,2
186,1
187,4
188,5
189,5
190,5
191,1
192,1
193,3
194,2
195,1
196,5
197,3
198,2
199,2
200,4
201,5
202,4
203,2
204,3
205,3
206,4
207,2
208,1
209,2
210,3
211,3
212,3
213,5
214,4
215,5
216,1
217,3
218,3
219,2
220,4
221,5
222,2
223,2
224,1
225,3
226,1
227,1
228,2
229,1
230,3
231,3
232,4
233,3
234,4
235,3
236,4
237,2
238,3
239,3
240,4
241,2
242,5
243,1
244,3
245,1
246,3
247,5
248,4
249,5
250,4
251,3
252,5
253,3
254,3
255,5
256,3
257,5
258,5
259,2
260,2
261,3
262,1
263,3
264,5
265,3
266,1
267,1
268,5
269,5
270,1
271,1
272,3
273,2
274,2
275,4
276,3
277,5
278,3
279,1
280,1
281,2
282,4
283,4
284,4
285,4
286,2
287,4
