,demand
0,3
1,1
2,4
3,1
4,2
5,3
6,1
7,1
8,4
9,1
10,1
11,2
12,4
13,4
14,5
15,3
16,2
17,3
18,3
19,5
20,3
21,4
22,5
23,4
24,1
25,2
26,3
27,4
28,4
29,3
30,5
31,4
32,4
33,1
34,1
35,3
36,3
37,3
38,4
39,3
40,3
41,5
42,1
43,5
44,3
45,5
46,1
47,3
48,5
49,2
50,5
51,3
52,1
53,5
54,4
55,5
56,3
57,1
58,4
59,3
60,1
61,3
62,2
63,3
64,5
65,2
66,3
67,2
68,4
69,3
70,2
71,2
72,2
73,5
74,5
75,3
76,2
77,5
78,1
79,5
80,5
81,4
82,4
83,4
84,4
85,5
86,4
87,1
88,5
89,2
90,4
91,3
92,1
93,3
94,2
95,5
96,3
97,1
98,5
99,3
100,4
101,2
102,1
103,1
104,5
105,2
106,1
107,1
108,2
109,3
110,5
111,1
112,5
113,5
114,5
115,2
116,4
117,5
118,3
119,5
120,4
121,1
122,5
123,1
124,4
125,4
126,3
127,4
128,5
129,1
130,3
131,1
132,3
133,4
134,4
135,4
136,5
137,5
138,1
139,1
140,1
141,3
142,4
143,4
144,4
145,3
146,2
147,5
148,1
149,5
150,3
151,2
152,1
153,4
154,5
155,4
156,4
157,1
158,2
159,1
160,4
161,3
162,3
163,1
164,3
165,3
166,4
167,1
168,5
169,4
170,3
171,4
172,4
173,2
174,1
175,1
176,2
177,3
178,1
179,1
180,2
181,3
182,3
183,1
184,5
185,5
186,1
187,5
188,2
189,4
190,2
191,2
192,5
193,1
194,3
195,3
196,3
197,1
198,5
199,3
200,4
201,3
202,5
203,1
204,4
205,1
206,1
207,2
208,1
209,2
210,4
211,1
212,3
213,4
214,1
215,1
216,3
217,2
218,2
219,4
220,5
221,3
222,4
223,2
224,4
225,5
226,4
227,3
228,3
229,1
230,3
231,3
232,4
233,2
234,4
235,3
236,5
237,5
238,1
239,5
240,3
241,1
242,2
243,2
244,3
245,5
246,1
247,4
248,1
249,1
250,3
251,3
252,1
253,4
254,5
255,1
256,1
257,2
258,2
259,3
260,3
261,4
262,4
263,3
264,2
265,4
266,1
267,1
268,3
269,4
270,1
271,4
272,1
273,2
274,5
275,5
276,2
277,3
278,1
279,1
280,3
281,1
282,4
283,4
284,1
285,3
286,3
287,5
