,demand
0,3
1,2
2,5
3,5
4,4
5,5
6,1
7,3
8,5
9,1
10,3
11,4
12,1
13,2
14,4
15,1
16,2
17,3
18,2
19,4
20,1
21,1
22,1
23,5
24,2
25,1
26,1
27,5
28,5
29,4
30,1
31,3
32,1
33,5
34,5
35,3
36,4
37,2
38,5
39,1
40,5
41,3
42,1
43,1
44,2
45,5
46,1
47,1
48,5
49,2
50,4
51,3
52,4
53,3
54,3
55,2
56,3
57,5
58,3
59,1
60,3
61,5
62,5
63,2
64,5
65,5
66,5
67,5
68,3
69,1
70,5
71,3
72,2
73,3
74,3
75,1
76,3
77,3
78,5
79,1
80,2
81,3
82,4
83,3
84,1
85,1
86,5
87,2
88,1
89,4
90,2
91,3
92,2
93,3
94,5
95,3
96,3
97,2
98,5
99,3
100,5
101,1
102,5
103,2
104,2
105,1
106,3
107,4
108,5
109,2
110,2
111,5
112,4
113,1
114,4
115,5
116,2
117,3
118,5
119,1
120,4
121,1
122,4
123,5
124,2
125,1
126,1
127,2
128,5
129,1
130,5
131,4
132,2
133,4
134,5
135,4
136,1
137,2
138,1
139,2
140,5
141,4
142,1
143,2
144,3
145,5
146,4
147,3
148,4
149,3
150,1
151,1
152,4
153,2
154,4
155,5
156,2
157,1
158,4
159,4
160,4
161,2
162,5
163,1
164,4
165,3
166,2
167,2
168,4
169,4
170,4
171,1
172,3
173,5
174,2
175,3
176,4
177,1
178,3
179,1
180,1
181,2
182,4
183,2
184,5
185,1
186,4
187,3
188,1
189,4
190,2
191,4
192,4
193,5
194,2
195,5
196,3
197,5
198,2
199,2
200,1
201,3
202,1
203,4
204,3
205,5
206,3
207,4
208,4
209,2
210,4
211,5
212,1
213,4
214,3
215,3
216,1
217,3
218,4
219,2
220,2
221,5
222,5
223,2
224,1
225,2
226,3
227,3
228,1
229,3
230,5
231,1
232,5
233,2
234,1
235,3
236,4
237,3
238,4
239,4
240,2
241,2
242,1
243,5
244,1
245,2
246,3
247,2
248,4
249,4
250,5
251,1
252,4
253,1
254,3
255,3
256,1
257,2
258,2
259,1
260,5
261,3
262,5
263,1
264,2
265,3
266,4
267,5
268,3
269,1
270,3
271,1
272,3
273,2
274,4
275,1
276,3
277,4
278,2
279,4
280,4
281,1
282,4
283,4
284,2
285,4
286,3
287,1
