,demand
0,2
1,3
2,1
3,2
4,2
5,2
6,4
7,5
8,4
9,1
10,2
11,1
12,1
13,4
14,3
15,4
16,5
17,1
18,5
19,4
20,1
21,2
22,3
23,1
24,1
25,5
26,2
27,1
28,5
29,4
30,4
31,2
32,2
33,1
34,3
35,3
36,4
37,4
38,2
39,4
40,3
41,2
42,3
43,4
44,4
45,5
46,1
47,1
48,5
49,2
50,4
51,2
52,1
53,1
54,5
55,4
56,5
57,3
58,3
59,4
60,3
61,4
62,4
63,5
64,1
65,2
66,3
67,1
68,5
69,4
70,2
71,2
72,5
73,4
74,2
75,5
76,4
77,5
78,3
79,3
80,3
81,4
82,4
83,3
84,2
85,4
86,5
87,4
88,5
89,5
90,5
91,4
92,2
93,1
94,5
95,4
96,4
97,4
98,5
99,4
100,5
101,3
102,5
103,4
104,4
105,1
106,3
107,4
108,3
109,5
110,2
111,3
112,1
113,3
114,3
115,5
116,4
117,1
118,1
119,5
120,2
121,4
122,5
123,2
124,2
125,3
126,5
127,4
128,2
129,2
130,2
131,3
132,4
133,1
134,1
135,3
136,3
137,1
138,5
139,2
140,4
141,2
142,1
143,1
144,5
145,4
146,1
147,4
148,5
149,2
150,2
151,2
152,3
153,1
154,2
155,5
156,5
157,4
158,2
159,3
160,4
161,1
162,3
163,3
164,1
165,3
166,2
167,3
168,4
169,2
170,4
171,1
172,5
173,5
174,2
175,4
176,4
177,2
178,2
179,1
180,5
181,1
182,4
183,4
184,4
185,5
186,2
187,3
188,4
189,4
190,3
191,1
192,1
193,3
194,1
195,3
196,5
197,5
198,5
199,2
200,2
201,4
202,2
203,3
204,3
205,3
206,4
207,3
208,5
209,4
210,2
211,1
212,2
213,5
214,4
215,2
216,3
217,2
218,4
219,4
220,2
221,4
222,1
223,2
224,1
225,4
226,1
227,2
228,4
229,1
230,3
231,4
232,5
233,5
234,4
235,3
236,4
237,1
238,2
239,2
240,3
241,5
242,5
243,3
244,1
245,3
246,1
247,5
248,2
249,2
250,1
251,1
252,1
253,4
254,2
255,4
256,2
257,2
258,1
259,2
260,2
261,3
262,2
263,3
264,4
265,4
266,4
267,5
268,5
269,4
270,1
271,5
272,3
273,4
274,2
275,4
276,2
277,1
278,2
279,2
280,4
281,5
282,5
283,3
284,5
285,1
286,3
287,4
