,demand
0,0
1,10
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,7
10,0
11,9
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,6
22,0
23,0
24,0
25,9
26,0
27,0
28,8
29,10
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,6
38,0
39,0
40,0
41,0
42,7
43,0
44,9
45,0
46,10
47,0
48,6
49,9
50,0
51,0
52,7
53,0
54,10
55,0
56,0
57,0
58,0
59,8
60,9
61,0
62,0
63,0
64,0
65,0
66,0
67,10
68,0
69,0
70,6
71,0
72,6
73,7
74,0
75,0
76,10
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,6
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,9
96,0
97,0
98,6
99,8
100,0
101,0
102,0
103,9
104,10
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,8
121,0
122,0
123,0
124,8
125,0
126,0
127,0
128,6
129,0
130,0
131,8
132,0
133,0
134,0
135,0
136,0
137,6
138,0
139,6
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,6
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,7
166,0
167,10
168,0
169,0
170,0
171,0
172,0
173,9
174,0
175,0
176,0
177,9
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,9
189,0
190,6
191,0
192,0
193,7
194,0
195,10
196,0
197,0
198,0
199,0
200,9
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,10
218,10
219,0
220,0
221,0
222,7
223,0
224,0
225,7
226,0
227,0
228,0
229,9
230,0
231,0
232,0
233,0
234,0
235,7
236,10
237,0
238,10
239,10
240,0
241,9
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,8
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,8
264,8
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,7
276,0
277,0
278,0
279,0
280,0
281,7
282,6
283,0
284,0
285,0
286,0
287,0
