,demand
0,5
1,1
2,5
3,2
4,3
5,1
6,5
7,3
8,2
9,3
10,1
11,2
12,2
13,1
14,2
15,2
16,3
17,5
18,1
19,2
20,1
21,2
22,4
23,5
24,1
25,2
26,1
27,5
28,1
29,1
30,5
31,1
32,3
33,1
34,4
35,1
36,2
37,1
38,5
39,1
40,2
41,4
42,4
43,5
44,2
45,3
46,5
47,1
48,5
49,2
50,2
51,4
52,5
53,1
54,5
55,4
56,3
57,3
58,4
59,2
60,5
61,5
62,2
63,4
64,5
65,4
66,3
67,1
68,3
69,2
70,2
71,1
72,1
73,5
74,4
75,4
76,3
77,1
78,5
79,5
80,1
81,5
82,1
83,5
84,2
85,5
86,5
87,1
88,5
89,3
90,2
91,4
92,1
93,2
94,2
95,3
96,2
97,5
98,4
99,4
100,2
101,5
102,3
103,5
104,2
105,1
106,5
107,2
108,1
109,5
110,1
111,1
112,1
113,2
114,4
115,3
116,3
117,2
118,4
119,3
120,3
121,1
122,3
123,2
124,5
125,1
126,5
127,3
128,5
129,5
130,3
131,3
132,4
133,1
134,4
135,2
136,2
137,3
138,1
139,2
140,5
141,1
142,2
143,1
144,2
145,4
146,2
147,2
148,2
149,3
150,4
151,3
152,4
153,1
154,3
155,5
156,4
157,3
158,1
159,3
160,3
161,4
162,4
163,5
164,4
165,5
166,5
167,5
168,4
169,5
170,3
171,4
172,1
173,2
174,3
175,1
176,3
177,3
178,3
179,2
180,2
181,5
182,3
183,1
184,1
185,4
186,3
187,2
188,1
189,3
190,4
191,2
192,3
193,4
194,4
195,2
196,1
197,4
198,2
199,2
200,5
201,3
202,5
203,1
204,5
205,2
206,2
207,1
208,1
209,2
210,1
211,4
212,2
213,2
214,2
215,4
216,5
217,1
218,2
219,2
220,1
221,3
222,1
223,3
224,3
225,2
226,2
227,1
228,5
229,3
230,4
231,4
232,4
233,4
234,4
235,1
236,5
237,1
238,5
239,5
240,1
241,3
242,2
243,4
244,3
245,3
246,5
247,4
248,5
249,3
250,4
251,4
252,3
253,4
254,5
255,5
256,1
257,2
258,2
259,1
260,2
261,1
262,3
263,1
264,5
265,3
266,1
267,5
268,4
269,4
270,4
271,5
272,1
273,5
274,5
275,5
276,4
277,5
278,4
279,1
280,4
281,5
282,1
283,4
284,1
285,3
286,5
287,3
