,demand
0,5
1,5
2,3
3,2
4,1
5,2
6,4
7,4
8,3
9,5
10,5
11,1
12,1
13,4
14,1
15,2
16,4
17,3
18,2
19,4
20,1
21,1
22,3
23,5
24,5
25,4
26,5
27,2
28,3
29,3
30,4
31,5
32,5
33,5
34,2
35,1
36,3
37,3
38,5
39,3
40,1
41,5
42,1
43,3
44,1
45,4
46,4
47,1
48,4
49,2
50,4
51,5
52,3
53,1
54,1
55,1
56,1
57,3
58,4
59,2
60,4
61,5
62,2
63,4
64,1
65,5
66,2
67,1
68,5
69,1
70,4
71,4
72,3
73,2
74,5
75,3
76,5
77,3
78,5
79,2
80,5
81,1
82,5
83,5
84,4
85,1
86,5
87,3
88,3
89,2
90,3
91,4
92,5
93,4
94,2
95,2
96,3
97,2
98,4
99,1
100,1
101,2
102,5
103,5
104,3
105,1
106,4
107,2
108,2
109,1
110,4
111,1
112,2
113,5
114,4
115,3
116,1
117,5
118,5
119,1
120,2
121,4
122,4
123,2
124,5
125,3
126,2
127,3
128,4
129,4
130,3
131,2
132,3
133,1
134,4
135,3
136,1
137,1
138,1
139,4
140,4
141,3
142,2
143,1
144,3
145,4
146,1
147,2
148,4
149,5
150,2
151,1
152,2
153,5
154,3
155,2
156,3
157,1
158,4
159,1
160,2
161,4
162,5
163,4
164,5
165,3
166,2
167,5
168,1
169,5
170,3
171,2
172,5
173,4
174,1
175,1
176,2
177,5
178,2
179,3
180,4
181,5
182,4
183,2
184,1
185,4
186,5
187,5
188,2
189,4
190,3
191,3
192,5
193,4
194,1
195,1
196,4
197,5
198,1
199,2
200,4
201,1
202,4
203,3
204,5
205,2
206,2
207,3
208,4
209,3
210,4
211,5
212,2
213,1
214,2
215,3
216,5
217,2
218,1
219,5
220,4
221,3
222,1
223,2
224,1
225,2
226,5
227,3
228,4
229,2
230,1
231,5
232,2
233,4
234,3
235,3
236,1
237,2
238,3
239,1
240,3
241,2
242,1
243,3
244,5
245,4
246,5
247,3
248,5
249,4
250,3
251,5
252,4
253,5
254,2
255,1
256,5
257,3
258,1
259,4
260,4
261,5
262,3
263,1
264,4
265,1
266,1
267,2
268,3
269,1
270,3
271,1
272,3
273,4
274,1
275,5
276,3
277,4
278,3
279,4
280,4
281,4
282,1
283,4
284,1
285,2
286,3
287,1
