,demand
0,4
1,4
2,3
3,3
4,4
5,2
6,4
7,5
8,5
9,4
10,1
11,1
12,1
13,5
14,5
15,2
16,5
17,1
18,5
19,4
20,2
21,5
22,3
23,3
24,5
25,5
26,5
27,1
28,4
29,5
30,1
31,5
32,2
33,1
34,4
35,5
36,1
37,3
38,3
39,5
40,1
41,3
42,2
43,5
44,3
45,2
46,2
47,3
48,4
49,1
50,5
51,4
52,5
53,3
54,4
55,5
56,1
57,4
58,2
59,2
60,2
61,4
62,4
63,1
64,4
65,2
66,2
67,2
68,2
69,1
70,1
71,3
72,4
73,2
74,2
75,3
76,4
77,3
78,2
79,2
80,1
81,4
82,1
83,2
84,2
85,4
86,3
87,4
88,1
89,4
90,1
91,3
92,2
93,3
94,1
95,2
96,2
97,4
98,1
99,2
100,3
101,5
102,4
103,4
104,2
105,3
106,3
107,4
108,5
109,2
110,5
111,3
112,2
113,4
114,4
115,2
116,2
117,4
118,1
119,5
120,4
121,3
122,5
123,3
124,5
125,5
126,4
127,3
128,5
129,5
130,5
131,3
132,2
133,5
134,3
135,5
136,2
137,5
138,5
139,1
140,1
141,2
142,1
143,1
144,1
145,4
146,5
147,2
148,3
149,3
150,3
151,3
152,4
153,2
154,5
155,1
156,3
157,2
158,3
159,3
160,5
161,1
162,3
163,1
164,4
165,3
166,3
167,5
168,1
169,1
170,2
171,4
172,1
173,2
174,1
175,4
176,4
177,3
178,3
179,4
180,3
181,3
182,3
183,1
184,5
185,5
186,2
187,2
188,4
189,2
190,3
191,3
192,4
193,3
194,5
195,5
196,2
197,1
198,5
199,1
200,2
201,3
202,3
203,2
204,4
205,5
206,3
207,4
208,2
209,4
210,1
211,3
212,3
213,4
214,3
215,1
216,2
217,5
218,4
219,3
220,2
221,1
222,3
223,4
224,1
225,4
226,2
227,1
228,5
229,5
230,4
231,5
232,4
233,2
234,5
235,4
236,1
237,3
238,5
239,1
240,1
241,4
242,3
243,3
244,1
245,4
246,4
247,1
248,1
249,4
250,4
251,1
252,4
253,1
254,3
255,1
256,5
257,4
258,5
259,3
260,5
261,3
262,2
263,3
264,4
265,3
266,1
267,3
268,5
269,3
270,3
271,5
272,4
273,1
274,1
275,2
276,1
277,4
278,5
279,4
280,1
281,2
282,5
283,1
284,5
285,4
286,5
287,3
