,demand
0,2
1,2
2,1
3,3
4,3
5,1
6,3
7,1
8,4
9,3
10,3
11,2
12,3
13,3
14,5
15,4
16,3
17,3
18,5
19,1
20,3
21,2
22,3
23,5
24,4
25,4
26,3
27,3
28,3
29,3
30,5
31,3
32,4
33,5
34,5
35,2
36,4
37,3
38,3
39,5
40,2
41,3
42,1
43,1
44,4
45,5
46,3
47,3
48,2
49,5
50,2
51,1
52,4
53,5
54,3
55,5
56,4
57,1
58,1
59,3
60,4
61,1
62,2
63,3
64,3
65,5
66,4
67,1
68,4
69,3
70,2
71,3
72,2
73,4
74,5
75,1
76,3
77,5
78,2
79,2
80,2
81,3
82,3
83,3
84,4
85,3
86,5
87,3
88,3
89,1
90,4
91,1
92,4
93,2
94,1
95,3
96,2
97,3
98,2
99,2
100,2
101,5
102,1
103,5
104,5
105,1
106,3
107,5
108,4
109,4
110,5
111,5
112,5
113,1
114,5
115,2
116,2
117,3
118,1
119,5
120,2
121,5
122,3
123,4
124,1
125,2
126,5
127,4
128,3
129,1
130,5
131,2
132,1
133,1
134,3
135,4
136,5
137,3
138,2
139,1
140,1
141,1
142,3
143,1
144,4
145,2
146,1
147,5
148,1
149,1
150,3
151,1
152,3
153,1
154,2
155,3
156,1
157,2
158,5
159,1
160,5
161,5
162,2
163,4
164,5
165,5
166,5
167,4
168,4
169,5
170,2
171,5
172,4
173,2
174,2
175,5
176,4
177,3
178,3
179,5
180,4
181,5
182,5
183,4
184,2
185,1
186,3
187,2
188,1
189,2
190,2
191,2
192,4
193,3
194,2
195,1
196,5
197,3
198,3
199,1
200,2
201,3
202,2
203,5
204,3
205,4
206,2
207,5
208,3
209,2
210,2
211,3
212,5
213,2
214,3
215,3
216,5
217,2
218,2
219,3
220,3
221,3
222,3
223,5
224,4
225,1
226,2
227,1
228,2
229,3
230,3
231,3
232,1
233,1
234,1
235,3
236,1
237,2
238,2
239,4
240,5
241,4
242,5
243,4
244,1
245,5
246,5
247,1
248,3
249,2
250,5
251,3
252,2
253,2
254,2
255,3
256,2
257,3
258,5
259,5
260,4
261,2
262,4
263,5
264,3
265,5
266,1
267,2
268,3
269,5
270,1
271,1
272,4
273,4
274,2
275,1
276,4
277,5
278,5
279,4
280,1
281,5
282,5
283,1
284,1
285,4
286,1
287,2
