,demand
0,4
1,5
2,3
3,5
4,4
5,5
6,5
7,4
8,3
9,2
10,1
11,2
12,1
13,4
14,5
15,3
16,1
17,3
18,5
19,1
20,3
21,3
22,5
23,1
24,5
25,3
26,3
27,3
28,2
29,3
30,2
31,3
32,4
33,3
34,1
35,3
36,2
37,4
38,3
39,4
40,1
41,4
42,1
43,3
44,1
45,4
46,2
47,1
48,2
49,2
50,2
51,4
52,3
53,3
54,3
55,3
56,2
57,4
58,4
59,3
60,3
61,3
62,3
63,4
64,4
65,4
66,4
67,4
68,4
69,2
70,1
71,1
72,3
73,4
74,3
75,4
76,2
77,2
78,1
79,5
80,1
81,5
82,3
83,5
84,4
85,2
86,4
87,4
88,3
89,4
90,2
91,2
92,1
93,4
94,5
95,1
96,3
97,4
98,5
99,5
100,3
101,3
102,4
103,2
104,4
105,1
106,4
107,2
108,4
109,5
110,5
111,4
112,1
113,2
114,4
115,3
116,3
117,4
118,3
119,3
120,2
121,1
122,1
123,3
124,2
125,3
126,5
127,1
128,2
129,5
130,2
131,1
132,5
133,4
134,4
135,4
136,4
137,1
138,1
139,3
140,1
141,3
142,3
143,1
144,2
145,5
146,3
147,3
148,2
149,3
150,5
151,5
152,3
153,1
154,5
155,2
156,3
157,5
158,3
159,2
160,1
161,4
162,1
163,4
164,1
165,5
166,5
167,3
168,2
169,2
170,3
171,5
172,4
173,3
174,1
175,1
176,1
177,5
178,4
179,5
180,1
181,2
182,5
183,3
184,3
185,2
186,2
187,3
188,5
189,1
190,1
191,1
192,4
193,3
194,5
195,5
196,5
197,2
198,3
199,2
200,4
201,4
202,3
203,2
204,4
205,3
206,2
207,1
208,1
209,1
210,2
211,5
212,1
213,2
214,4
215,5
216,3
217,1
218,3
219,1
220,2
221,5
222,1
223,3
224,3
225,2
226,1
227,5
228,5
229,5
230,1
231,2
232,1
233,5
234,3
235,3
236,3
237,4
238,3
239,4
240,5
241,3
242,4
243,5
244,3
245,5
246,4
247,5
248,1
249,2
250,5
251,4
252,1
253,2
254,5
255,2
256,2
257,4
258,2
259,1
260,2
261,4
262,5
263,1
264,5
265,2
266,2
267,2
268,4
269,3
270,3
271,2
272,5
273,1
274,4
275,1
276,3
277,5
278,2
279,1
280,2
281,1
282,1
283,4
284,1
285,5
286,2
287,4
