,demand
0,2
1,2
2,2
3,2
4,2
5,1
6,3
7,5
8,5
9,1
10,1
11,2
12,2
13,2
14,1
15,1
16,2
17,3
18,5
19,2
20,3
21,2
22,4
23,3
24,1
25,5
26,1
27,3
28,1
29,3
30,4
31,4
32,1
33,4
34,3
35,5
36,1
37,1
38,5
39,4
40,4
41,5
42,2
43,4
44,2
45,2
46,4
47,2
48,5
49,1
50,4
51,1
52,4
53,5
54,5
55,1
56,3
57,5
58,5
59,5
60,2
61,2
62,5
63,1
64,1
65,2
66,2
67,5
68,2
69,3
70,4
71,3
72,4
73,4
74,1
75,1
76,1
77,3
78,1
79,3
80,3
81,1
82,2
83,4
84,1
85,3
86,1
87,4
88,4
89,1
90,4
91,1
92,3
93,5
94,3
95,4
96,4
97,3
98,2
99,3
100,3
101,5
102,1
103,2
104,3
105,3
106,4
107,3
108,5
109,3
110,3
111,5
112,2
113,5
114,5
115,2
116,1
117,3
118,3
119,1
120,3
121,2
122,3
123,1
124,4
125,4
126,3
127,5
128,1
129,2
130,1
131,4
132,3
133,5
134,3
135,5
136,5
137,5
138,4
139,1
140,5
141,5
142,2
143,3
144,1
145,5
146,1
147,5
148,4
149,3
150,1
151,4
152,1
153,3
154,2
155,3
156,3
157,5
158,1
159,3
160,2
161,5
162,4
163,4
164,3
165,1
166,5
167,5
168,2
169,1
170,4
171,3
172,3
173,3
174,5
175,3
176,2
177,3
178,4
179,2
180,3
181,4
182,5
183,3
184,1
185,3
186,1
187,5
188,2
189,5
190,1
191,5
192,2
193,1
194,1
195,3
196,1
197,3
198,2
199,4
200,1
201,3
202,2
203,3
204,1
205,1
206,4
207,4
208,1
209,1
210,4
211,1
212,1
213,1
214,1
215,3
216,2
217,1
218,3
219,4
220,1
221,3
222,3
223,1
224,4
225,3
226,4
227,5
228,5
229,1
230,3
231,2
232,5
233,2
234,3
235,2
236,4
237,4
238,4
239,5
240,1
241,1
242,4
243,4
244,2
245,1
246,4
247,4
248,2
249,1
250,4
251,3
252,2
253,5
254,3
255,4
256,1
257,5
258,3
259,4
260,3
261,1
262,3
263,2
264,3
265,1
266,4
267,2
268,1
269,4
270,3
271,2
272,2
273,1
274,3
275,3
276,3
277,3
278,4
279,1
280,1
281,4
282,3
283,3
284,3
285,2
286,4
287,1
