,demand
0,3
1,1
2,4
3,3
4,4
5,1
6,5
7,2
8,2
9,4
10,3
11,5
12,3
13,4
14,1
15,1
16,2
17,4
18,3
19,1
20,2
21,2
22,3
23,1
24,4
25,4
26,1
27,4
28,2
29,2
30,4
31,5
32,5
33,1
34,4
35,1
36,3
37,5
38,2
39,4
40,3
41,5
42,4
43,4
44,1
45,1
46,1
47,5
48,4
49,5
50,3
51,4
52,2
53,2
54,1
55,1
56,5
57,5
58,1
59,2
60,2
61,3
62,1
63,3
64,2
65,2
66,5
67,2
68,3
69,4
70,2
71,1
72,3
73,1
74,2
75,2
76,1
77,5
78,5
79,2
80,1
81,5
82,1
83,5
84,2
85,1
86,5
87,3
88,1
89,4
90,5
91,2
92,3
93,1
94,3
95,1
96,5
97,1
98,3
99,3
100,4
101,3
102,4
103,5
104,4
105,1
106,5
107,5
108,3
109,5
110,2
111,2
112,1
113,5
114,4
115,1
116,3
117,4
118,5
119,4
120,5
121,3
122,3
123,1
124,1
125,5
126,2
127,3
128,3
129,1
130,5
131,1
132,1
133,1
134,5
135,4
136,2
137,3
138,3
139,1
140,1
141,2
142,3
143,2
144,1
145,3
146,3
147,4
148,4
149,1
150,2
151,3
152,4
153,4
154,2
155,3
156,1
157,3
158,4
159,5
160,1
161,2
162,2
163,4
164,4
165,1
166,3
167,5
168,4
169,1
170,3
171,5
172,5
173,4
174,5
175,1
176,4
177,3
178,1
179,1
180,1
181,5
182,2
183,3
184,4
185,1
186,1
187,2
188,5
189,3
190,4
191,2
192,2
193,3
194,2
195,4
196,1
197,2
198,1
199,5
200,2
201,2
202,4
203,5
204,4
205,3
206,5
207,4
208,4
209,3
210,1
211,1
212,1
213,1
214,4
215,3
216,4
217,4
218,5
219,4
220,5
221,1
222,1
223,3
224,4
225,2
226,3
227,3
228,3
229,4
230,1
231,1
232,2
233,4
234,3
235,5
236,5
237,4
238,3
239,3
240,5
241,3
242,4
243,5
244,1
245,3
246,2
247,5
248,3
249,2
250,1
251,2
252,5
253,5
254,1
255,5
256,2
257,2
258,1
259,5
260,4
261,4
262,2
263,5
264,5
265,4
266,5
267,4
268,4
269,5
270,2
271,4
272,4
273,1
274,4
275,5
276,2
277,3
278,2
279,4
280,4
281,5
282,2
283,3
284,4
285,1
286,4
287,3
